sentence_id,template_id,template_type,entity,tier,sentence,multi_token_flag,perplexity,global_z,flag_global,tmpl_mean,tmpl_std,template_z,flag_template,flag_absolute,flagged,flag_reason,recommended_action
T01_ELEPHANT,T01,pain_suffering,elephant,T2,The elephant was in pain.,False,86.54440307617188,-0.22408064407254585,False,140.33150345484415,118.96870561916377,-0.4521113354872722,False,False,False,,keep
T01_RABBIT,T01,pain_suffering,rabbit,T2,The rabbit was in pain.,False,81.71626281738281,-0.2781773963970346,False,140.33150345484415,118.96870561916377,-0.4926946152133259,False,False,False,,keep
T01_RAT,T01,pain_suffering,rat,T2,The rat was in pain.,False,106.14928436279297,-0.004418341308511597,False,140.33150345484415,118.96870561916377,-0.28732109771349,False,False,False,,keep
T01_HORSE,T01,pain_suffering,horse,T2,The horse was in pain.,False,58.959930419921875,-0.5331500383533683,False,140.33150345484415,118.96870561916377,-0.6839746016520057,False,False,False,,keep
T01_WHALE,T01,pain_suffering,whale,T2,The whale was in pain.,False,141.47393798828125,0.3913756778581302,False,140.33150345484415,118.96870561916377,0.009602815526077899,False,False,False,,keep
T01_SALMON,T01,pain_suffering,salmon,T3,The salmon was in pain.,False,270.6296691894531,1.8384971837752786,False,140.33150345484415,118.96870561916377,1.095230590737975,False,False,False,,keep
T01_CHICKEN,T01,pain_suffering,chicken,T3,The chicken was in pain.,False,126.1440200805664,0.21961207370459437,False,140.33150345484415,118.96870561916377,-0.11925391051739233,False,False,False,,keep
T01_FROG,T01,pain_suffering,frog,T3,The frog was in pain.,False,110.28724670410156,0.041945333296495864,False,140.33150345484415,118.96870561916377,-0.25253915804479415,False,False,False,,keep
T01_ZEBRAFISH,T01,pain_suffering,zebrafish,T3,The zebrafish was in pain.,False,796.3516235351562,7.7289330102851395,True,140.33150345484415,118.96870561916377,5.514224237929667,True,True,True,global_z=7.73; template_z=5.51; absolute>500,rewrite_or_cut
T01_CROW,T01,pain_suffering,crow,T3,The crow was in pain.,False,185.48690795898438,0.884517676215786,False,140.33150345484415,118.96870561916377,0.37955699584300157,False,False,False,,keep
T01_SNAKE,T01,pain_suffering,snake,T3,The snake was in pain.,False,99.61280059814453,-0.07765617706639714,False,140.33150345484415,118.96870561916377,-0.34226398147968545,False,False,False,,keep
T01_TUNA,T01,pain_suffering,tuna,T3,The tuna was in pain.,False,138.2449493408203,0.35519657166868185,False,140.33150345484415,118.96870561916377,-0.01753868047201594,False,False,False,,keep
T01_GECKO,T01,pain_suffering,gecko,T3,The gecko was in pain.,False,74.87022399902344,-0.35488363244443333,False,140.33150345484415,118.96870561916377,-0.5502394862172566,False,False,False,,keep
T01_TROUT,T01,pain_suffering,trout,T3,The trout was in pain.,False,267.3474426269531,1.801721574967892,False,140.33150345484415,118.96870561916377,1.0676415996212112,False,False,False,,keep
T01_PIGEON,T01,pain_suffering,pigeon,T3,The pigeon was in pain.,False,70.5325927734375,-0.40348449105833445,False,140.33150345484415,118.96870561916377,-0.5866997570339478,False,False,False,,keep
T01_OCTOPUS,T01,pain_suffering,octopus,T4,The octopus was in pain.,False,64.52530670166016,-0.4707929471819344,False,140.33150345484415,118.96870561916377,-0.6371944315831318,False,False,False,,keep
T01_CRAB,T01,pain_suffering,crab,T4,The crab was in pain.,False,137.03770446777344,0.3416700327962164,False,140.33150345484415,118.96870561916377,-0.02768626396268148,False,False,False,,keep
T01_BEE,T01,pain_suffering,bee,T4,The bee was in pain.,False,125.54808044433594,0.2129348859731859,False,140.33150345484415,118.96870561916377,-0.12426312393304602,False,False,False,,keep
T01_SHRIMP,T01,pain_suffering,shrimp,T4,The shrimp was in pain.,False,265.3142395019531,1.778940611701906,False,140.33150345484415,118.96870561916377,1.0505513647193656,False,False,False,,keep
T01_LOBSTER,T01,pain_suffering,lobster,T4,The lobster was in pain.,False,87.55220031738281,-0.2127888101926484,False,140.33150345484415,118.96870561916377,-0.4436402233913144,False,False,False,,keep
T01_SQUID,T01,pain_suffering,squid,T4,The squid was in pain.,False,73.82505798339844,-0.3665941636333966,False,140.33150345484415,118.96870561916377,-0.559024704230561,False,False,False,,keep
T01_CRAYFISH,T01,pain_suffering,crayfish,T4,The crayfish was in pain.,False,57.188392639160156,-0.5529991801393563,False,140.33150345484415,118.96870561916377,-0.698865389708763,False,False,False,,keep
T01_BUMBLEBEE,T01,pain_suffering,bumblebee,T4,The bumblebee was in pain.,False,40.1472053527832,-0.7439366505801123,False,140.33150345484415,118.96870561916377,-0.842106313426369,False,False,False,,keep
T01_MUSSEL,T01,pain_suffering,mussel,T4,The mussel was in pain.,False,107.72843933105469,0.013275253040685279,False,140.33150345484415,118.96870561916377,-0.2740473972050822,False,False,False,,keep
T01_MANTIS_SHRIMP,T01,pain_suffering,mantis shrimp,T4,The mantis shrimp was in pain.,True,64.79023742675781,-0.4678245388403031,False,140.33150345484415,118.96870561916377,-0.6349675373446945,False,False,False,,keep
T01_ANT,T01,pain_suffering,ant,T5,The ant was in pain.,False,143.0931396484375,0.4095179741622651,False,140.33150345484415,118.96870561916377,0.023213131379555798,False,False,False,,keep
T01_FLY,T01,pain_suffering,fly,T5,The fly was in pain.,False,181.15347290039062,0.8359638334287502,False,140.33150345484415,118.96870561916377,0.3431319962093525,False,False,False,,keep
T01_EARTHWORM,T01,pain_suffering,earthworm,T5,The earthworm was in pain.,False,108.27928161621094,0.019447148858274234,False,140.33150345484415,118.96870561916377,-0.2694172528129966,False,False,False,,keep
T01_MOTH,T01,pain_suffering,moth,T5,The moth was in pain.,False,289.6290588378906,2.0513752736892945,True,140.33150345484415,118.96870561916377,1.2549313250576146,False,False,True,global_z=2.05,review
T01_BEETLE,T01,pain_suffering,beetle,T5,The beetle was in pain.,False,78.62928009033203,-0.31276540152204,False,140.33150345484415,118.96870561916377,-0.5186424702478479,False,False,False,,keep
T01_APHID,T01,pain_suffering,aphid,T5,The aphid was in pain.,False,120.23518371582031,0.15340669436257573,False,140.33150345484415,118.96870561916377,-0.16892105898298246,False,False,False,,keep
T01_NEMATODE,T01,pain_suffering,nematode,T5,The nematode was in pain.,False,213.0847625732422,1.193737008242648,False,140.33150345484415,118.96870561916377,0.6115327450169279,False,False,False,,keep
T01_COCKROACH,T01,pain_suffering,cockroach,T5,The cockroach was in pain.,False,34.37398910522461,-0.8086224783978447,False,140.33150345484415,118.96870561916377,-0.8906334972560351,False,False,False,,keep
T01_MITE,T01,pain_suffering,mite,T5,The mite was in pain.,False,81.75141906738281,-0.27778348925122504,False,140.33150345484415,118.96870561916377,-0.49239910682885596,False,False,False,,keep
T01_WOODLOUSE,T01,pain_suffering,woodlouse,T5,The woodlouse was in pain.,False,64.11347198486328,-0.4754073368804586,False,140.33150345484415,118.96870561916377,-0.6406561378751647,False,False,False,,keep
T01_OAK_TREE,T01,pain_suffering,oak tree,T6,The oak tree was in pain.,True,115.0853042602539,0.09570502488402127,False,140.33150345484415,118.96870561916377,-0.21220874063644118,False,False,False,,keep
T01_MUSHROOM,T01,pain_suffering,mushroom,T6,The mushroom was in pain.,False,240.0625,1.4960082558920356,False,140.33150345484415,118.96870561916377,0.8382960546314537,False,False,False,,keep
T01_BACTERIUM,T01,pain_suffering,bacterium,T6,The bacterium was in pain.,False,480.1062316894531,4.185571028351192,True,140.33150345484415,118.96870561916377,2.856000882469694,True,False,True,global_z=4.19; template_z=2.86,keep_expected_anomaly
T01_MOSS,T01,pain_suffering,moss,T6,The moss was in pain.,False,293.4587097167969,2.094284481786205,True,140.33150345484415,118.96870561916377,1.2871217305846405,False,False,True,global_z=2.09,keep_expected_anomaly
T01_SEAWEED,T01,pain_suffering,seaweed,T6,The seaweed was in pain.,False,143.93389892578125,0.4189382361996377,False,140.33150345484415,118.96870561916377,0.030280193872739034,False,False,False,,keep
T01_ROCK,T01,pain_suffering,rock,T6,The rock was in pain.,False,147.9842071533203,0.46431979292309006,False,140.33150345484415,118.96870561916377,0.06432535059239514,False,False,False,,keep
T01_TABLE,T01,pain_suffering,table,T6,The table was in pain.,False,126.40365600585938,0.2225211566210538,False,140.33150345484415,118.96870561916377,-0.11707152209901195,False,False,False,,keep
T01_CLOUD,T01,pain_suffering,cloud,T6,The cloud was in pain.,False,176.6634063720703,0.7856550180498155,False,140.33150345484415,118.96870561916377,0.30539041950687346,False,False,False,,keep
T01_RIVER,T01,pain_suffering,river,T6,The river was in pain.,False,128.81004333496094,0.2494834510784739,False,140.33150345484415,118.96870561916377,-0.09684446056566418,False,False,False,,keep
T01_STATUE,T01,pain_suffering,statue,T6,The statue was in pain.,False,216.0414276123047,1.2268648727518605,False,140.33150345484415,118.96870561916377,0.6363852053650064,False,False,False,,keep
T02_CHILD,T02,pain_suffering,child,T1,Everyone could see that the child was suffering.,False,17.866546630859375,-0.9935796211446575,False,35.284396489461265,11.351463085432243,-1.5344145267894909,False,False,False,,keep
T02_INFANT,T02,pain_suffering,infant,T1,Everyone could see that the infant was suffering.,False,28.238311767578125,-0.8773694905985402,False,35.284396489461265,11.351463085432243,-0.6207204013133465,False,False,False,,keep
T02_ELDERLY_PERSON,T02,pain_suffering,elderly person,T1,Everyone could see that the elderly person was suffering.,True,30.206668853759766,-0.8553150928242661,False,35.284396489461265,11.351463085432243,-0.4473192219792299,False,False,False,,keep
T02_WORKER,T02,pain_suffering,worker,T1,Everyone could see that the worker was suffering.,False,32.19556427001953,-0.8330305739483168,False,35.284396489461265,11.351463085432243,-0.2721087313762882,False,False,False,,keep
T02_PATIENT,T02,pain_suffering,patient,T1,Everyone could see that the patient was suffering.,False,19.68911361694336,-0.9731587241623267,False,35.284396489461265,11.351463085432243,-1.373856634615842,False,False,False,,keep
T02_PRISONER,T02,pain_suffering,prisoner,T1,Everyone could see that the prisoner was suffering.,False,23.788585662841797,-0.9272263129146563,False,35.284396489461265,11.351463085432243,-1.0127162234595533,False,False,False,,keep
T02_REFUGEE,T02,pain_suffering,refugee,T1,Everyone could see that the refugee was suffering.,False,37.322505950927734,-0.7755859100760724,False,35.284396489461265,11.351463085432243,0.17954597095788039,False,False,False,,keep
T02_SOLDIER,T02,pain_suffering,soldier,T1,Everyone could see that the soldier was suffering.,False,27.64200210571289,-0.884050824271045,False,35.284396489461265,11.351463085432243,-0.6732519258734273,False,False,False,,keep
T02_TEENAGER,T02,pain_suffering,teenager,T1,Everyone could see that the teenager was suffering.,False,29.27884292602539,-0.8657108905274327,False,35.284396489461265,11.351463085432243,-0.5290554634444459,False,False,False,,keep
T02_WOMAN,T02,pain_suffering,woman,T1,Everyone could see that the woman was suffering.,False,17.75096321105957,-0.9948746720956618,False,35.284396489461265,11.351463085432243,-1.5445967754502945,False,False,False,,keep
T02_DOG,T02,pain_suffering,dog,T2,Everyone could see that the dog was suffering.,False,20.017370223999023,-0.9694807828808071,False,35.284396489461265,11.351463085432243,-1.3449390753034283,False,False,False,,keep
T02_CHIMPANZEE,T02,pain_suffering,chimpanzee,T2,Everyone could see that the chimpanzee was suffering.,False,15.588706970214844,-1.01910160711689,False,35.284396489461265,11.351463085432243,-1.7350793788443568,False,False,False,,keep
T02_PIG,T02,pain_suffering,pig,T2,Everyone could see that the pig was suffering.,False,32.180233001708984,-0.8332023526830182,False,35.284396489461265,11.351463085432243,-0.2734593298141426,False,False,False,,keep
T02_COW,T02,pain_suffering,cow,T2,Everyone could see that the cow was suffering.,False,33.329322814941406,-0.820327410429245,False,35.284396489461265,11.351463085432243,-0.17223098553955377,False,False,False,,keep
T02_DOLPHIN,T02,pain_suffering,dolphin,T2,Everyone could see that the dolphin was suffering.,False,25.542667388916016,-0.9075727569684279,False,35.284396489461265,11.351463085432243,-0.8581914971865763,False,False,False,,keep
T02_ELEPHANT,T02,pain_suffering,elephant,T2,Everyone could see that the elephant was suffering.,False,31.692081451416016,-0.8386718320472398,False,35.284396489461265,11.351463085432243,-0.31646273357091753,False,False,False,,keep
T02_RABBIT,T02,pain_suffering,rabbit,T2,Everyone could see that the rabbit was suffering.,False,32.75053405761719,-0.8268124316537567,False,35.284396489461265,11.351463085432243,-0.22321901703542324,False,False,False,,keep
T02_RAT,T02,pain_suffering,rat,T2,Everyone could see that the rat was suffering.,False,33.990047454833984,-0.8129243410726972,False,35.284396489461265,11.351463085432243,-0.11402486400967708,False,False,False,,keep
T02_HORSE,T02,pain_suffering,horse,T2,Everyone could see that the horse was suffering.,False,24.45540428161621,-0.9197549637550019,False,35.284396489461265,11.351463085432243,-0.9539732566934306,False,False,False,,keep
T02_WHALE,T02,pain_suffering,whale,T2,Everyone could see that the whale was suffering.,False,31.1326904296875,-0.8449395119266516,False,35.284396489461265,11.351463085432243,-0.3657419337514126,False,False,False,,keep
T02_SALMON,T02,pain_suffering,salmon,T3,Everyone could see that the salmon was suffering.,False,43.20888137817383,-0.7096321936327654,False,35.284396489461265,11.351463085432243,0.6981025114623638,False,False,False,,keep
T02_CHICKEN,T02,pain_suffering,chicken,T3,Everyone could see that the chicken was suffering.,False,31.00578498840332,-0.8463614201268707,False,35.284396489461265,11.351463085432243,-0.37692158877289106,False,False,False,,keep
T02_FROG,T02,pain_suffering,frog,T3,Everyone could see that the frog was suffering.,False,34.71642303466797,-0.8047856877340116,False,35.284396489461265,11.351463085432243,-0.05003526422265322,False,False,False,,keep
T02_ZEBRAFISH,T02,pain_suffering,zebrafish,T3,Everyone could see that the zebrafish was suffering.,False,59.108360290527344,-0.5314869603321606,False,35.284396489461265,11.351463085432243,2.0987571048564004,True,False,True,template_z=2.10,review
T02_CROW,T02,pain_suffering,crow,T3,Everyone could see that the crow was suffering.,False,40.506290435791016,-0.7399132925669455,False,35.284396489461265,11.351463085432243,0.46001946242781705,False,False,False,,keep
T02_SNAKE,T02,pain_suffering,snake,T3,Everyone could see that the snake was suffering.,False,35.6055793762207,-0.7948231622462391,False,35.284396489461265,11.351463085432243,0.028294404372562663,False,False,False,,keep
T02_TUNA,T02,pain_suffering,tuna,T3,Everyone could see that the tuna was suffering.,False,32.653053283691406,-0.8279046520534982,False,35.284396489461265,11.351463085432243,-0.23180652449522213,False,False,False,,keep
T02_GECKO,T02,pain_suffering,gecko,T3,Everyone could see that the gecko was suffering.,False,32.223785400390625,-0.8327143711418173,False,35.284396489461265,11.351463085432243,-0.2696226086484338,False,False,False,,keep
T02_TROUT,T02,pain_suffering,trout,T3,Everyone could see that the trout was suffering.,False,54.68152618408203,-0.5810872899418962,False,35.284396489461265,11.351463085432243,1.7087779388996849,False,False,False,,keep
T02_PIGEON,T02,pain_suffering,pigeon,T3,Everyone could see that the pigeon was suffering.,False,27.113285064697266,-0.8899748184560714,False,35.284396489461265,11.351463085432243,-0.7198289210181454,False,False,False,,keep
T02_OCTOPUS,T02,pain_suffering,octopus,T4,Everyone could see that the octopus was suffering.,False,27.593814849853516,-0.8845907369301016,False,35.284396489461265,11.351463085432243,-0.6774969518667034,False,False,False,,keep
T02_CRAB,T02,pain_suffering,crab,T4,Everyone could see that the crab was suffering.,False,38.813926696777344,-0.7588753311833071,False,35.284396489461265,11.351463085432243,0.3109317434019282,False,False,False,,keep
T02_BEE,T02,pain_suffering,bee,T4,Everyone could see that the bee was suffering.,False,37.325557708740234,-0.775551716747443,False,35.284396489461265,11.351463085432243,0.17981481364269838,False,False,False,,keep
T02_SHRIMP,T02,pain_suffering,shrimp,T4,Everyone could see that the shrimp was suffering.,False,48.6770133972168,-0.6483646728781042,False,35.284396489461265,11.351463085432243,1.1798141620125406,False,False,False,,keep
T02_LOBSTER,T02,pain_suffering,lobster,T4,Everyone could see that the lobster was suffering.,False,29.520160675048828,-0.8630070530660706,False,35.284396489461265,11.351463085432243,-0.5077967281424627,False,False,False,,keep
T02_SQUID,T02,pain_suffering,squid,T4,Everyone could see that the squid was suffering.,False,29.367294311523438,-0.8647198396387732,False,35.284396489461265,11.351463085432243,-0.5212633942783522,False,False,False,,keep
T02_CRAYFISH,T02,pain_suffering,crayfish,T4,Everyone could see that the crayfish was suffering.,False,25.151214599609375,-0.9119587779733692,False,35.284396489461265,11.351463085432243,-0.8926762844215369,False,False,False,,keep
T02_BUMBLEBEE,T02,pain_suffering,bumblebee,T4,Everyone could see that the bumblebee was suffering.,False,22.451040267944336,-0.942212800065441,False,35.284396489461265,11.351463085432243,-1.1305464436550434,False,False,False,,keep
T02_MUSSEL,T02,pain_suffering,mussel,T4,Everyone could see that the mussel was suffering.,False,39.63743591308594,-0.7496483469360117,False,35.284396489461265,11.351463085432243,0.3834782697933529,False,False,False,,keep
T02_MANTIS_SHRIMP,T02,pain_suffering,mantis shrimp,T4,Everyone could see that the mantis shrimp was suffering.,True,27.421979904174805,-0.8865160564110657,False,35.284396489461265,11.351463085432243,-0.6926346433154149,False,False,False,,keep
T02_ANT,T02,pain_suffering,ant,T5,Everyone could see that the ant was suffering.,False,49.18256759643555,-0.6427002060573741,False,35.284396489461265,11.351463085432243,1.2243506411794902,False,False,False,,keep
T02_FLY,T02,pain_suffering,fly,T5,Everyone could see that the fly was suffering.,False,55.46122741699219,-0.5723511509270743,False,35.284396489461265,11.351463085432243,1.7774652285505472,False,False,False,,keep
T02_EARTHWORM,T02,pain_suffering,earthworm,T5,Everyone could see that the earthworm was suffering.,False,45.18922805786133,-0.6874434588186389,False,35.284396489461265,11.351463085432243,0.8725599064944591,False,False,False,,keep
T02_MOTH,T02,pain_suffering,moth,T5,Everyone could see that the moth was suffering.,False,43.74931716918945,-0.7035768970658023,False,35.284396489461265,11.351463085432243,0.7457118625167831,False,False,False,,keep
T02_BEETLE,T02,pain_suffering,beetle,T5,Everyone could see that the beetle was suffering.,False,27.964723587036133,-0.8804349011393267,False,35.284396489461265,11.351463085432243,-0.644821979980602,False,False,False,,keep
T02_APHID,T02,pain_suffering,aphid,T5,Everyone could see that the aphid was suffering.,False,35.754703521728516,-0.7931523052427683,False,35.284396489461265,11.351463085432243,0.04143140216619414,False,False,False,,keep
T02_NEMATODE,T02,pain_suffering,nematode,T5,Everyone could see that the nematode was suffering.,False,36.933719635009766,-0.7799420546601238,False,35.284396489461265,11.351463085432243,0.1452960850187795,False,False,False,,keep
T02_COCKROACH,T02,pain_suffering,cockroach,T5,Everyone could see that the cockroach was suffering.,False,18.946868896484375,-0.9814751828098847,False,35.284396489461265,11.351463085432243,-1.4392442163639196,False,False,False,,keep
T02_MITE,T02,pain_suffering,mite,T5,Everyone could see that the mite was suffering.,False,36.204132080078125,-0.7881166964771917,False,35.284396489461265,11.351463085432243,0.08102352830598468,False,False,False,,keep
T02_WOODLOUSE,T02,pain_suffering,woodlouse,T5,Everyone could see that the woodlouse was suffering.,False,31.316129684448242,-0.8428841723135746,False,35.284396489461265,11.351463085432243,-0.34958196799368074,False,False,False,,keep
T02_OAK_TREE,T02,pain_suffering,oak tree,T6,Everyone could see that the oak tree was suffering.,True,31.030567169189453,-0.8460837489275703,False,35.284396489461265,11.351463085432243,-0.3747384181454909,False,False,False,,keep
T02_MUSHROOM,T02,pain_suffering,mushroom,T6,Everyone could see that the mushroom was suffering.,False,66.32024383544922,-0.4506816280486811,False,35.284396489461265,11.351463085432243,2.7340834491914454,True,False,True,template_z=2.73,keep_expected_anomaly
T02_BACTERIUM,T02,pain_suffering,bacterium,T6,Everyone could see that the bacterium was suffering.,False,55.357337951660156,-0.5735151773169374,False,35.284396489461265,11.351463085432243,1.7683131514526305,False,False,False,,keep
T02_MOSS,T02,pain_suffering,moss,T6,Everyone could see that the moss was suffering.,False,59.74713897705078,-0.5243297837501183,False,35.284396489461265,11.351463085432243,2.1550299114290796,True,False,True,template_z=2.16,keep_expected_anomaly
T02_SEAWEED,T02,pain_suffering,seaweed,T6,Everyone could see that the seaweed was suffering.,False,40.87798309326172,-0.7357486733648789,False,35.284396489461265,11.351463085432243,0.49276349327858116,False,False,False,,keep
T02_ROCK,T02,pain_suffering,rock,T6,Everyone could see that the rock was suffering.,False,50.333431243896484,-0.629805388931335,False,35.284396489461265,11.351463085432243,1.3257352502646296,False,False,False,,keep
T02_TABLE,T02,pain_suffering,table,T6,Everyone could see that the table was suffering.,False,41.27888870239258,-0.7312567385245083,False,35.284396489461265,11.351463085432243,0.5280810207297655,False,False,False,,keep
T02_CLOUD,T02,pain_suffering,cloud,T6,Everyone could see that the cloud was suffering.,False,53.550514221191406,-0.5937596794652017,False,35.284396489461265,11.351463085432243,1.6091421514792865,False,False,False,,keep
T02_RIVER,T02,pain_suffering,river,T6,Everyone could see that the river was suffering.,False,39.52463912963867,-0.7509121751038114,False,35.284396489461265,11.351463085432243,0.3735415081091237,False,False,False,,keep
T02_STATUE,T02,pain_suffering,statue,T6,Everyone could see that the statue was suffering.,False,36.89985656738281,-0.7803214723829267,False,35.284396489461265,11.351463085432243,0.14231293937736778,False,False,False,,keep
T03_CHILD,T03,pain_suffering,child,T1,The child experienced significant physical distress during the procedure.,False,47.170379638671875,-0.6652457055140865,False,124.29150454203288,62.9700837225895,-1.224726415215088,False,False,False,,keep
T03_INFANT,T03,pain_suffering,infant,T1,The infant experienced significant physical distress during the procedure.,False,71.77691650390625,-0.389542503243023,False,124.29150454203288,62.9700837225895,-0.8339609054591088,False,False,False,,keep
T03_ELDERLY_PERSON,T03,pain_suffering,elderly person,T1,The elderly person experienced significant physical distress during the procedure.,True,61.41762161254883,-0.5056129113000288,False,124.29150454203288,62.9700837225895,-0.9984722778275276,False,False,False,,keep
T03_WORKER,T03,pain_suffering,worker,T1,The worker experienced significant physical distress during the procedure.,False,76.22552490234375,-0.3396982042335173,False,124.29150454203288,62.9700837225895,-0.7633145264891277,False,False,False,,keep
T03_PATIENT,T03,pain_suffering,patient,T1,The patient experienced significant physical distress during the procedure.,False,41.61481475830078,-0.7274928651339772,False,124.29150454203288,62.9700837225895,-1.312951879625232,False,False,False,,keep
T03_PRISONER,T03,pain_suffering,prisoner,T1,The prisoner experienced significant physical distress during the procedure.,False,63.01405334472656,-0.48772573996912927,False,124.29150454203288,62.9700837225895,-0.9731200528057107,False,False,False,,keep
T03_REFUGEE,T03,pain_suffering,refugee,T1,The refugee experienced significant physical distress during the procedure.,False,122.54927062988281,0.1793348115956026,False,124.29150454203288,62.9700837225895,-0.027667644842674262,False,False,False,,keep
T03_SOLDIER,T03,pain_suffering,soldier,T1,The soldier experienced significant physical distress during the procedure.,False,89.49336242675781,-0.19103911771812218,False,124.29150454203288,62.9700837225895,-0.5526138772274143,False,False,False,,keep
T03_TEENAGER,T03,pain_suffering,teenager,T1,The teenager experienced significant physical distress during the procedure.,False,83.15892028808594,-0.2620131841541048,False,124.29150454203288,62.9700837225895,-0.6532083462863699,False,False,False,,keep
T03_WOMAN,T03,pain_suffering,woman,T1,The woman experienced significant physical distress during the procedure.,False,59.69280242919922,-0.524938595966363,False,124.29150454203288,62.9700837225895,-1.0258633670779116,False,False,False,,keep
T03_DOG,T03,pain_suffering,dog,T2,The dog experienced significant physical distress during the procedure.,False,61.785911560058594,-0.5014864176593838,False,124.29150454203288,62.9700837225895,-0.992623628346097,False,False,False,,keep
T03_CHIMPANZEE,T03,pain_suffering,chimpanzee,T2,The chimpanzee experienced significant physical distress during the procedure.,False,35.234004974365234,-0.7989864564568212,False,124.29150454203288,62.9700837225895,-1.414282692714917,False,False,False,,keep
T03_PIG,T03,pain_suffering,pig,T2,The pig experienced significant physical distress during the procedure.,False,111.89845275878906,0.05999804307962198,False,124.29150454203288,62.9700837225895,-0.19680856448977552,False,False,False,,keep
T03_COW,T03,pain_suffering,cow,T2,The cow experienced significant physical distress during the procedure.,False,123.81642150878906,0.19353256550906126,False,124.29150454203288,62.9700837225895,-0.00754458316010451,False,False,False,,keep
T03_DOLPHIN,T03,pain_suffering,dolphin,T2,The dolphin experienced significant physical distress during the procedure.,False,64.55956268310547,-0.4704091270680704,False,124.29150454203288,62.9700837225895,-0.9485765037580781,False,False,False,,keep
T03_ELEPHANT,T03,pain_suffering,elephant,T2,The elephant experienced significant physical distress during the procedure.,False,82.28623962402344,-0.27179110840893994,False,124.29150454203288,62.9700837225895,-0.6670670012614377,False,False,False,,keep
T03_RABBIT,T03,pain_suffering,rabbit,T2,The rabbit experienced significant physical distress during the procedure.,False,91.05746459960938,-0.17351418196238935,False,124.29150454203288,62.9700837225895,-0.5277750636132842,False,False,False,,keep
T03_RAT,T03,pain_suffering,rat,T2,The rat experienced significant physical distress during the procedure.,False,97.8521728515625,-0.09738307770253544,False,124.29150454203288,62.9700837225895,-0.4198713123353479,False,False,False,,keep
T03_HORSE,T03,pain_suffering,horse,T2,The horse experienced significant physical distress during the procedure.,False,78.66911315917969,-0.312319093100106,False,124.29150454203288,62.9700837225895,-0.7245089840413679,False,False,False,,keep
T03_WHALE,T03,pain_suffering,whale,T2,The whale experienced significant physical distress during the procedure.,False,143.8015594482422,0.41745544250362804,False,124.29150454203288,62.9700837225895,0.3098305378179192,False,False,False,,keep
