sentence_id,entity,tier,template_id,template_type,n_tokens,n_entity_tokens,resid_post_norm,mlp_out_norm,attn_to_mean
T17_elderly_person,elderly person,T1,T17,neutral_control,8,2,138.625,113.25,0.039886474609375
T18_elderly_person,elderly person,T1,T18,neutral_control,9,2,138.625,113.25,0.037689208984375
T19_elderly_person,elderly person,T1,T19,neutral_control,13,2,135.875,121.3125,0.028594970703125
T20_elderly_person,elderly person,T1,T20,neutral_control,9,2,138.625,113.25,0.036224365234375
T21_elderly_person,elderly person,T1,T21,cross_framing,15,2,138.625,113.25,0.02825927734375
T22_elderly_person,elderly person,T1,T22,cross_framing,16,2,127.0,110.75,0.02532958984375
T23_elderly_person,elderly person,T1,T23,cross_framing,18,2,129.375,117.1875,0.0199127197265625
T24_elderly_person,elderly person,T1,T24,cross_framing,22,2,138.5,132.25,0.0163726806640625
T25_elderly_person,elderly person,T1,T25,cross_framing,20,2,138.625,113.25,0.0264434814453125
T01_infant,infant,T1,T01,pain_suffering,6,1,114.875,86.625,0.058990478515625
T02_infant,infant,T1,T02,pain_suffering,9,1,123.125,110.25,0.029052734375
T03_infant,infant,T1,T03,pain_suffering,10,1,114.875,86.625,0.04986572265625
T04_infant,infant,T1,T04,pain_suffering,12,1,128.125,103.4375,0.0273895263671875
T05_infant,infant,T1,T05,fear,9,1,114.875,86.625,0.048980712890625
T06_infant,infant,T1,T06,fear,10,1,114.875,86.625,0.04290771484375
T07_infant,infant,T1,T07,fear,13,1,118.5625,114.0625,0.019195556640625
T08_infant,infant,T1,T08,fear,8,1,114.875,86.625,0.049407958984375
T09_infant,infant,T1,T09,scientific_welfare,9,1,107.6875,105.125,0.026763916015625
T10_infant,infant,T1,T10,scientific_welfare,12,1,105.5625,103.4375,0.0308074951171875
T11_infant,infant,T1,T11,scientific_welfare,12,1,98.6875,94.6875,0.02203369140625
T12_infant,infant,T1,T12,scientific_welfare,11,1,118.4375,101.75,0.038360595703125
T13_infant,infant,T1,T13,moral_consideration,10,1,114.875,86.625,0.042388916015625
T14_infant,infant,T1,T14,moral_consideration,13,1,97.0,93.6875,0.0213623046875
T15_infant,infant,T1,T15,moral_consideration,12,1,94.8125,101.375,0.01177215576171875
T16_infant,infant,T1,T16,moral_consideration,13,1,127.125,105.5,0.027801513671875
T17_infant,infant,T1,T17,neutral_control,7,1,114.875,86.625,0.053009033203125
T18_infant,infant,T1,T18,neutral_control,8,1,114.875,86.625,0.0499267578125
T19_infant,infant,T1,T19,neutral_control,12,1,113.8125,104.5,0.037750244140625
T20_infant,infant,T1,T20,neutral_control,8,1,114.875,86.625,0.047210693359375
T21_infant,infant,T1,T21,cross_framing,14,1,114.875,86.625,0.036590576171875
T22_infant,infant,T1,T22,cross_framing,15,1,105.25,82.75,0.0269012451171875
T23_infant,infant,T1,T23,cross_framing,17,1,108.75,97.875,0.0203857421875
T24_infant,infant,T1,T24,cross_framing,21,1,121.9375,109.8125,0.0178680419921875
T25_infant,infant,T1,T25,cross_framing,19,1,114.875,86.625,0.036468505859375
T01_patient,patient,T1,T01,pain_suffering,6,1,126.5625,98.1875,0.059722900390625
T02_patient,patient,T1,T02,pain_suffering,9,1,133.125,117.625,0.0290985107421875
T03_patient,patient,T1,T03,pain_suffering,10,1,126.5625,98.1875,0.049652099609375
T04_patient,patient,T1,T04,pain_suffering,12,1,159.0,111.6875,0.027496337890625
T05_patient,patient,T1,T05,fear,9,1,126.5625,98.1875,0.046722412109375
T06_patient,patient,T1,T06,fear,10,1,126.5625,98.1875,0.045257568359375
T07_patient,patient,T1,T07,fear,13,1,116.3125,107.8125,0.023223876953125
T08_patient,patient,T1,T08,fear,8,1,126.5625,98.1875,0.049713134765625
T09_patient,patient,T1,T09,scientific_welfare,9,1,135.625,118.75,0.0239105224609375
T10_patient,patient,T1,T10,scientific_welfare,12,1,134.25,119.4375,0.02764892578125
T11_patient,patient,T1,T11,scientific_welfare,12,1,116.8125,102.0,0.018341064453125
T12_patient,patient,T1,T12,scientific_welfare,11,1,147.0,116.25,0.034423828125
T13_patient,patient,T1,T13,moral_consideration,10,1,126.5625,98.1875,0.0469970703125
T14_patient,patient,T1,T14,moral_consideration,13,1,120.4375,108.6875,0.0228729248046875
T15_patient,patient,T1,T15,moral_consideration,12,1,104.0625,108.125,0.01062774658203125
T16_patient,patient,T1,T16,moral_consideration,13,1,141.75,116.25,0.0280609130859375
T17_patient,patient,T1,T17,neutral_control,7,1,126.5625,98.1875,0.054931640625
T18_patient,patient,T1,T18,neutral_control,8,1,126.5625,98.1875,0.05133056640625
T19_patient,patient,T1,T19,neutral_control,12,1,124.6875,111.0625,0.044464111328125
T20_patient,patient,T1,T20,neutral_control,8,1,126.5625,98.1875,0.048675537109375
T21_patient,patient,T1,T21,cross_framing,14,1,126.5625,98.1875,0.03887939453125
T22_patient,patient,T1,T22,cross_framing,15,1,121.25,104.375,0.0304412841796875
T23_patient,patient,T1,T23,cross_framing,17,1,132.875,115.0,0.022979736328125
T24_patient,patient,T1,T24,cross_framing,21,1,138.5,122.4375,0.0200653076171875
T25_patient,patient,T1,T25,cross_framing,19,1,126.5625,98.1875,0.035675048828125
T01_prisoner,prisoner,T1,T01,pain_suffering,6,1,124.5625,105.5,0.0579833984375
T02_prisoner,prisoner,T1,T02,pain_suffering,9,1,139.25,129.5,0.0282135009765625
T03_prisoner,prisoner,T1,T03,pain_suffering,10,1,124.5625,105.5,0.04595947265625
T04_prisoner,prisoner,T1,T04,pain_suffering,12,1,136.75,114.5,0.026763916015625
T05_prisoner,prisoner,T1,T05,fear,9,1,124.5625,105.5,0.041839599609375
T06_prisoner,prisoner,T1,T06,fear,10,1,124.5625,105.5,0.041473388671875
T07_prisoner,prisoner,T1,T07,fear,13,1,112.6875,119.25,0.022430419921875
T08_prisoner,prisoner,T1,T08,fear,8,1,124.5625,105.5,0.042266845703125
T09_prisoner,prisoner,T1,T09,scientific_welfare,9,1,104.0625,116.5,0.024932861328125
T10_prisoner,prisoner,T1,T10,scientific_welfare,12,1,107.5625,117.0625,0.0288848876953125
T11_prisoner,prisoner,T1,T11,scientific_welfare,12,1,94.5,102.375,0.021087646484375
T12_prisoner,prisoner,T1,T12,scientific_welfare,11,1,136.0,115.8125,0.03497314453125
T13_prisoner,prisoner,T1,T13,moral_consideration,10,1,124.5625,105.5,0.04571533203125
T14_prisoner,prisoner,T1,T14,moral_consideration,13,1,94.3125,97.375,0.0230865478515625
T15_prisoner,prisoner,T1,T15,moral_consideration,12,1,99.1875,122.1875,0.0113983154296875
T16_prisoner,prisoner,T1,T16,moral_consideration,13,1,131.625,123.0625,0.0284576416015625
T17_prisoner,prisoner,T1,T17,neutral_control,7,1,124.5625,105.5,0.05047607421875
T18_prisoner,prisoner,T1,T18,neutral_control,8,1,124.5625,105.5,0.049468994140625
T19_prisoner,prisoner,T1,T19,neutral_control,12,1,126.9375,118.3125,0.041717529296875
T20_prisoner,prisoner,T1,T20,neutral_control,8,1,124.5625,105.5,0.045074462890625
T21_prisoner,prisoner,T1,T21,cross_framing,14,1,124.5625,105.5,0.035797119140625
T22_prisoner,prisoner,T1,T22,cross_framing,15,1,101.8125,107.0,0.0295562744140625
T23_prisoner,prisoner,T1,T23,cross_framing,17,1,109.25,110.0,0.021392822265625
T24_prisoner,prisoner,T1,T24,cross_framing,21,1,138.25,129.625,0.0183563232421875
T25_prisoner,prisoner,T1,T25,cross_framing,19,1,124.5625,105.5,0.03338623046875
T01_refugee,refugee,T1,T01,pain_suffering,6,1,110.4375,89.9375,0.0615234375
T02_refugee,refugee,T1,T02,pain_suffering,9,1,114.5,113.8125,0.0305328369140625
T03_refugee,refugee,T1,T03,pain_suffering,10,1,110.4375,89.9375,0.05322265625
T04_refugee,refugee,T1,T04,pain_suffering,12,1,116.5,109.9375,0.0279998779296875
T05_refugee,refugee,T1,T05,fear,9,1,110.4375,89.9375,0.047760009765625
T06_refugee,refugee,T1,T06,fear,10,1,110.4375,89.9375,0.042999267578125
T07_refugee,refugee,T1,T07,fear,13,1,112.375,111.5,0.022186279296875
T08_refugee,refugee,T1,T08,fear,8,1,110.4375,89.9375,0.047149658203125
T09_refugee,refugee,T1,T09,scientific_welfare,9,1,110.75,103.375,0.0292510986328125
T10_refugee,refugee,T1,T10,scientific_welfare,12,1,107.875,104.75,0.032867431640625
T11_refugee,refugee,T1,T11,scientific_welfare,12,1,97.375,95.25,0.025634765625
T12_refugee,refugee,T1,T12,scientific_welfare,11,1,109.3125,103.375,0.039306640625
T13_refugee,refugee,T1,T13,moral_consideration,10,1,110.4375,89.9375,0.047698974609375
T14_refugee,refugee,T1,T14,moral_consideration,13,1,99.9375,89.0625,0.0275726318359375
T15_refugee,refugee,T1,T15,moral_consideration,12,1,98.0,105.25,0.01447296142578125
T16_refugee,refugee,T1,T16,moral_consideration,13,1,114.9375,103.3125,0.032257080078125
T17_refugee,refugee,T1,T17,neutral_control,7,1,110.4375,89.9375,0.056060791015625
T18_refugee,refugee,T1,T18,neutral_control,8,1,110.4375,89.9375,0.052276611328125
T19_refugee,refugee,T1,T19,neutral_control,12,1,114.5,112.9375,0.037322998046875
T20_refugee,refugee,T1,T20,neutral_control,8,1,110.4375,89.9375,0.044769287109375
T21_refugee,refugee,T1,T21,cross_framing,14,1,110.4375,89.9375,0.037261962890625
T22_refugee,refugee,T1,T22,cross_framing,15,1,115.9375,105.625,0.0338134765625
T23_refugee,refugee,T1,T23,cross_framing,17,1,105.5625,92.75,0.0261993408203125
T24_refugee,refugee,T1,T24,cross_framing,21,1,112.5625,109.1875,0.0215911865234375
T25_refugee,refugee,T1,T25,cross_framing,19,1,110.4375,89.9375,0.037811279296875
T01_soldier,soldier,T1,T01,pain_suffering,6,1,145.875,110.9375,0.059356689453125
T02_soldier,soldier,T1,T02,pain_suffering,9,1,140.25,123.75,0.027008056640625
T03_soldier,soldier,T1,T03,pain_suffering,10,1,145.875,110.9375,0.047454833984375
T04_soldier,soldier,T1,T04,pain_suffering,12,1,146.625,120.75,0.0279998779296875
T05_soldier,soldier,T1,T05,fear,9,1,145.875,110.9375,0.04595947265625
T06_soldier,soldier,T1,T06,fear,10,1,145.875,110.9375,0.04339599609375
T07_soldier,soldier,T1,T07,fear,13,1,105.875,113.5625,0.0224456787109375
T08_soldier,soldier,T1,T08,fear,8,1,145.875,110.9375,0.04693603515625
T09_soldier,soldier,T1,T09,scientific_welfare,9,1,122.6875,117.4375,0.02813720703125
T10_soldier,soldier,T1,T10,scientific_welfare,12,1,125.9375,119.125,0.0302581787109375
T11_soldier,soldier,T1,T11,scientific_welfare,12,1,99.625,103.0625,0.023040771484375
T12_soldier,soldier,T1,T12,scientific_welfare,11,1,138.75,118.3125,0.037322998046875
T13_soldier,soldier,T1,T13,moral_consideration,10,1,145.875,110.9375,0.044769287109375
T14_soldier,soldier,T1,T14,moral_consideration,13,1,113.6875,113.0625,0.0238800048828125
T15_soldier,soldier,T1,T15,moral_consideration,12,1,102.125,113.375,0.012603759765625
T16_soldier,soldier,T1,T16,moral_consideration,13,1,131.125,118.6875,0.027740478515625
T17_soldier,soldier,T1,T17,neutral_control,7,1,145.875,110.9375,0.0538330078125
T18_soldier,soldier,T1,T18,neutral_control,8,1,145.875,110.9375,0.05096435546875
T19_soldier,soldier,T1,T19,neutral_control,12,1,133.375,114.1875,0.041473388671875
T20_soldier,soldier,T1,T20,neutral_control,8,1,145.875,110.9375,0.046356201171875
T21_soldier,soldier,T1,T21,cross_framing,14,1,145.875,110.9375,0.037017822265625
T22_soldier,soldier,T1,T22,cross_framing,15,1,121.6875,110.3125,0.02935791015625
T23_soldier,soldier,T1,T23,cross_framing,17,1,121.375,114.1875,0.02294921875
T24_soldier,soldier,T1,T24,cross_framing,21,1,137.375,126.5625,0.0182037353515625
T25_soldier,soldier,T1,T25,cross_framing,19,1,145.875,110.9375,0.035675048828125
T01_teenager,teenager,T1,T01,pain_suffering,6,1,158.375,125.5,0.0574951171875
T02_teenager,teenager,T1,T02,pain_suffering,9,1,156.0,132.0,0.0270843505859375
T03_teenager,teenager,T1,T03,pain_suffering,10,1,158.375,125.5,0.046630859375
T04_teenager,teenager,T1,T04,pain_suffering,12,1,164.625,125.6875,0.0263214111328125
T05_teenager,teenager,T1,T05,fear,9,1,158.375,125.5,0.045562744140625
T06_teenager,teenager,T1,T06,fear,10,1,158.375,125.5,0.043121337890625
T07_teenager,teenager,T1,T07,fear,13,1,114.875,120.0625,0.0220184326171875
T08_teenager,teenager,T1,T08,fear,8,1,158.375,125.5,0.04541015625
T09_teenager,teenager,T1,T09,scientific_welfare,9,1,148.0,129.5,0.024322509765625
T10_teenager,teenager,T1,T10,scientific_welfare,12,1,151.75,129.0,0.0277557373046875
T11_teenager,teenager,T1,T11,scientific_welfare,12,1,116.875,112.5625,0.021728515625
T12_teenager,teenager,T1,T12,scientific_welfare,11,1,163.75,124.5,0.035003662109375
T13_teenager,teenager,T1,T13,moral_consideration,10,1,158.375,125.5,0.044036865234375
T14_teenager,teenager,T1,T14,moral_consideration,13,1,142.625,124.625,0.021820068359375
T15_teenager,teenager,T1,T15,moral_consideration,12,1,111.625,126.1875,0.012725830078125
T16_teenager,teenager,T1,T16,moral_consideration,13,1,160.125,137.25,0.0264739990234375
T17_teenager,teenager,T1,T17,neutral_control,7,1,158.375,125.5,0.05401611328125
T18_teenager,teenager,T1,T18,neutral_control,8,1,158.375,125.5,0.04864501953125
T19_teenager,teenager,T1,T19,neutral_control,12,1,147.625,125.3125,0.0390625
T20_teenager,teenager,T1,T20,neutral_control,8,1,158.375,125.5,0.04718017578125
T21_teenager,teenager,T1,T21,cross_framing,14,1,158.375,125.5,0.036376953125
T22_teenager,teenager,T1,T22,cross_framing,15,1,150.25,124.8125,0.030120849609375
T23_teenager,teenager,T1,T23,cross_framing,17,1,150.25,129.0,0.0218048095703125
T24_teenager,teenager,T1,T24,cross_framing,21,1,156.875,138.75,0.01922607421875
T25_teenager,teenager,T1,T25,cross_framing,19,1,158.375,125.5,0.035064697265625
T01_woman,woman,T1,T01,pain_suffering,6,1,157.375,120.875,0.058685302734375
T02_woman,woman,T1,T02,pain_suffering,9,1,154.0,134.75,0.02728271484375
T03_woman,woman,T1,T03,pain_suffering,10,1,157.375,120.875,0.044525146484375
T04_woman,woman,T1,T04,pain_suffering,12,1,158.125,121.375,0.0262908935546875
T05_woman,woman,T1,T05,fear,9,1,157.375,120.875,0.045745849609375
T06_woman,woman,T1,T06,fear,10,1,157.375,120.875,0.044158935546875
T07_woman,woman,T1,T07,fear,13,1,116.5,115.625,0.0210418701171875
T08_woman,woman,T1,T08,fear,8,1,157.375,120.875,0.046661376953125
T09_woman,woman,T1,T09,scientific_welfare,9,1,134.125,119.1875,0.0248260498046875
T10_woman,woman,T1,T10,scientific_welfare,12,1,141.125,121.25,0.029571533203125
T11_woman,woman,T1,T11,scientific_welfare,12,1,105.5,99.8125,0.0198211669921875
T12_woman,woman,T1,T12,scientific_welfare,11,1,152.875,122.875,0.03570556640625
T13_woman,woman,T1,T13,moral_consideration,10,1,157.375,120.875,0.043304443359375
T14_woman,woman,T1,T14,moral_consideration,13,1,126.5,117.1875,0.02197265625
T15_woman,woman,T1,T15,moral_consideration,12,1,110.4375,117.875,0.010772705078125
T16_woman,woman,T1,T16,moral_consideration,13,1,147.875,130.625,0.025238037109375
T17_woman,woman,T1,T17,neutral_control,7,1,157.375,120.875,0.053192138671875
T18_woman,woman,T1,T18,neutral_control,8,1,157.375,120.875,0.048797607421875
T19_woman,woman,T1,T19,neutral_control,12,1,143.875,123.3125,0.0372314453125
T20_woman,woman,T1,T20,neutral_control,8,1,157.375,120.875,0.046295166015625
T21_woman,woman,T1,T21,cross_framing,14,1,157.375,120.875,0.036376953125
T22_woman,woman,T1,T22,cross_framing,15,1,133.5,114.75,0.0279693603515625
T23_woman,woman,T1,T23,cross_framing,17,1,135.0,120.625,0.0222930908203125
T24_woman,woman,T1,T24,cross_framing,21,1,152.875,136.75,0.0181732177734375
T25_woman,woman,T1,T25,cross_framing,19,1,157.375,120.875,0.034820556640625
T01_worker,worker,T1,T01,pain_suffering,6,1,114.1875,90.5625,0.0595703125
T02_worker,worker,T1,T02,pain_suffering,9,1,114.5,106.875,0.0278472900390625
T03_worker,worker,T1,T03,pain_suffering,10,1,114.1875,90.5625,0.048126220703125
T04_worker,worker,T1,T04,pain_suffering,12,1,125.1875,110.0625,0.02862548828125
T05_worker,worker,T1,T05,fear,9,1,114.1875,90.5625,0.046905517578125
T06_worker,worker,T1,T06,fear,10,1,114.1875,90.5625,0.0438232421875
T07_worker,worker,T1,T07,fear,13,1,105.4375,113.8125,0.023101806640625
T08_worker,worker,T1,T08,fear,8,1,114.1875,90.5625,0.04791259765625
T09_worker,worker,T1,T09,scientific_welfare,9,1,110.0625,116.5,0.0267333984375
T10_worker,worker,T1,T10,scientific_welfare,12,1,109.5,113.8125,0.032379150390625
T11_worker,worker,T1,T11,scientific_welfare,12,1,98.25,99.0625,0.022796630859375
T12_worker,worker,T1,T12,scientific_welfare,11,1,121.5,111.75,0.038116455078125
T13_worker,worker,T1,T13,moral_consideration,10,1,114.1875,90.5625,0.046112060546875
T14_worker,worker,T1,T14,moral_consideration,13,1,93.375,99.5,0.0243377685546875
T15_worker,worker,T1,T15,moral_consideration,12,1,93.0,112.125,0.01270294189453125
T16_worker,worker,T1,T16,moral_consideration,13,1,111.1875,106.125,0.0283203125
T17_worker,worker,T1,T17,neutral_control,7,1,114.1875,90.5625,0.054931640625
T18_worker,worker,T1,T18,neutral_control,8,1,114.1875,90.5625,0.051666259765625
T19_worker,worker,T1,T19,neutral_control,12,1,104.8125,98.75,0.039337158203125
T20_worker,worker,T1,T20,neutral_control,8,1,114.1875,90.5625,0.047760009765625
T21_worker,worker,T1,T21,cross_framing,14,1,114.1875,90.5625,0.03741455078125
T22_worker,worker,T1,T22,cross_framing,15,1,106.5625,101.375,0.0312347412109375
T23_worker,worker,T1,T23,cross_framing,17,1,106.5625,104.875,0.0228424072265625
T24_worker,worker,T1,T24,cross_framing,21,1,106.75,108.1875,0.0195465087890625
T25_worker,worker,T1,T25,cross_framing,19,1,114.1875,90.5625,0.03533935546875
T01_chimpanzee,chimpanzee,T2,T01,pain_suffering,9,4,81.1875,53.9375,0.026336669921875
T02_chimpanzee,chimpanzee,T2,T02,pain_suffering,12,4,88.5,62.1875,0.01544952392578125
T03_chimpanzee,chimpanzee,T2,T03,pain_suffering,13,4,81.1875,53.9375,0.0218505859375
T04_chimpanzee,chimpanzee,T2,T04,pain_suffering,15,4,86.25,59.625,0.01428985595703125
T05_chimpanzee,chimpanzee,T2,T05,fear,12,4,81.1875,53.9375,0.0229949951171875
T06_chimpanzee,chimpanzee,T2,T06,fear,13,4,81.1875,53.9375,0.0202789306640625
T07_chimpanzee,chimpanzee,T2,T07,fear,16,4,81.6875,60.9375,0.01187896728515625
T08_chimpanzee,chimpanzee,T2,T08,fear,11,4,81.1875,53.9375,0.022247314453125
T09_chimpanzee,chimpanzee,T2,T09,scientific_welfare,12,4,76.9375,59.90625,0.0163726806640625
T10_chimpanzee,chimpanzee,T2,T10,scientific_welfare,15,4,77.3125,60.53125,0.0161895751953125
T11_chimpanzee,chimpanzee,T2,T11,scientific_welfare,15,4,67.625,58.21875,0.0135040283203125
T12_chimpanzee,chimpanzee,T2,T12,scientific_welfare,14,4,83.5625,57.84375,0.0186614990234375
T13_chimpanzee,chimpanzee,T2,T13,moral_consideration,13,4,81.1875,53.9375,0.02142333984375
T14_chimpanzee,chimpanzee,T2,T14,moral_consideration,16,4,71.75,58.75,0.01287841796875
T15_chimpanzee,chimpanzee,T2,T15,moral_consideration,15,4,74.9375,59.90625,0.01041412353515625
T16_chimpanzee,chimpanzee,T2,T16,moral_consideration,16,4,86.375,60.15625,0.014739990234375
T17_chimpanzee,chimpanzee,T2,T17,neutral_control,10,4,81.1875,53.9375,0.0249176025390625
T18_chimpanzee,chimpanzee,T2,T18,neutral_control,11,4,81.1875,53.9375,0.023834228515625
T19_chimpanzee,chimpanzee,T2,T19,neutral_control,15,4,85.5625,64.0625,0.017669677734375
T20_chimpanzee,chimpanzee,T2,T20,neutral_control,11,4,81.1875,53.9375,0.0223541259765625
T21_chimpanzee,chimpanzee,T2,T21,cross_framing,17,4,81.1875,53.9375,0.01763916015625
T22_chimpanzee,chimpanzee,T2,T22,cross_framing,18,4,84.6875,56.5625,0.0157928466796875
T23_chimpanzee,chimpanzee,T2,T23,cross_framing,20,4,74.75,59.03125,0.012298583984375
T24_chimpanzee,chimpanzee,T2,T24,cross_framing,24,4,86.0,59.8125,0.0104522705078125
T25_chimpanzee,chimpanzee,T2,T25,cross_framing,22,4,81.1875,53.9375,0.01690673828125
T01_cow,cow,T2,T01,pain_suffering,6,1,96.8125,75.0,0.05078125
T02_cow,cow,T2,T02,pain_suffering,9,1,94.5,88.0625,0.0239410400390625
T03_cow,cow,T2,T03,pain_suffering,10,1,96.8125,75.0,0.038726806640625
T04_cow,cow,T2,T04,pain_suffering,12,1,94.6875,92.0625,0.02447509765625
T05_cow,cow,T2,T05,fear,9,1,96.8125,75.0,0.0386962890625
T06_cow,cow,T2,T06,fear,10,1,96.8125,75.0,0.03521728515625
T07_cow,cow,T2,T07,fear,13,1,86.8125,79.8125,0.0169677734375
T08_cow,cow,T2,T08,fear,8,1,96.8125,75.0,0.0396728515625
T09_cow,cow,T2,T09,scientific_welfare,9,1,83.875,90.875,0.0227813720703125
T10_cow,cow,T2,T10,scientific_welfare,12,1,86.125,91.375,0.0250701904296875
T11_cow,cow,T2,T11,scientific_welfare,12,1,78.1875,84.5625,0.0190887451171875
T12_cow,cow,T2,T12,scientific_welfare,11,1,90.5625,85.625,0.0310516357421875
T13_cow,cow,T2,T13,moral_consideration,10,1,96.8125,75.0,0.0364990234375
T14_cow,cow,T2,T14,moral_consideration,13,1,84.0,80.0625,0.0202178955078125
T15_cow,cow,T2,T15,moral_consideration,12,1,81.6875,97.1875,0.01045989990234375
T16_cow,cow,T2,T16,moral_consideration,13,1,97.0625,87.3125,0.025543212890625
T17_cow,cow,T2,T17,neutral_control,7,1,96.8125,75.0,0.04486083984375
T18_cow,cow,T2,T18,neutral_control,8,1,96.8125,75.0,0.042572021484375
T19_cow,cow,T2,T19,neutral_control,12,1,95.8125,88.3125,0.0340576171875
T20_cow,cow,T2,T20,neutral_control,8,1,96.8125,75.0,0.0372314453125
T21_cow,cow,T2,T21,cross_framing,14,1,96.8125,75.0,0.030853271484375
T22_cow,cow,T2,T22,cross_framing,15,1,91.9375,74.8125,0.02410888671875
T23_cow,cow,T2,T23,cross_framing,17,1,89.375,85.125,0.0183868408203125
T24_cow,cow,T2,T24,cross_framing,21,1,94.9375,88.75,0.0157012939453125
T25_cow,cow,T2,T25,cross_framing,19,1,96.8125,75.0,0.032470703125
T01_dog,dog,T2,T01,pain_suffering,6,1,115.1875,88.625,0.0594482421875
T02_dog,dog,T2,T02,pain_suffering,9,1,112.375,105.0,0.02783203125
T03_dog,dog,T2,T03,pain_suffering,10,1,115.1875,88.625,0.04522705078125
T04_dog,dog,T2,T04,pain_suffering,12,1,120.375,105.0625,0.030487060546875
T05_dog,dog,T2,T05,fear,9,1,115.1875,88.625,0.049530029296875
T06_dog,dog,T2,T06,fear,10,1,115.1875,88.625,0.04400634765625
T07_dog,dog,T2,T07,fear,13,1,91.1875,98.125,0.020599365234375
T08_dog,dog,T2,T08,fear,8,1,115.1875,88.625,0.0499267578125
T09_dog,dog,T2,T09,scientific_welfare,9,1,95.8125,96.625,0.024566650390625
T10_dog,dog,T2,T10,scientific_welfare,12,1,95.8125,100.25,0.02716064453125
T11_dog,dog,T2,T11,scientific_welfare,12,1,86.5625,85.375,0.0225830078125
T12_dog,dog,T2,T12,scientific_welfare,11,1,108.25,99.75,0.0411376953125
T13_dog,dog,T2,T13,moral_consideration,10,1,115.1875,88.625,0.041595458984375
T14_dog,dog,T2,T14,moral_consideration,13,1,90.375,87.0625,0.021392822265625
T15_dog,dog,T2,T15,moral_consideration,12,1,81.75,94.8125,0.010528564453125
