entity,tier,tier_rank,prompt_id,group,template,prompt_text,target_word,target_type,probability,log_prob
ant,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the ant's,movements,neutral,0.01131505612283945,-4.481621031032318
ant,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the ant's,health,welfare_positive,0.0005722148925997317,-7.465995776014256
ant,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the ant can,suffer,welfare_negative,0.0002680581237655133,-8.224306348193009
ant,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the ant can,feel,welfare_negative,0.002027667360380292,-6.200869180869888
ant,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the ant can,experience,welfare_negative,0.00013584524276666343,-8.903993504853554
ant,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the ant can,think,neutral,0.002124977298080921,-6.153994112859535
ant,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the ant can,move,neutral,0.007188705261796713,-4.935244184408315
ant,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the ant can,grow,neutral,0.001680995337665081,-6.388369138619376
ant,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the ant did not,suffer,welfare_negative,0.007952682673931122,-4.83424595140092
ant,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the ant did not,die,welfare_negative,0.010701502673327923,-4.5373711012704945
ant,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the ant did not,escape,neutral,0.02607583999633789,-3.6467460601545576
ant,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the ant did not,move,neutral,0.011753302067518234,-4.443621042341591
ant,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The ant seemed to,suffer,welfare_negative,0.0005021074903197587,-7.59669613789038
ant,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The ant seemed to,fear,welfare_negative,0.0005779221537522972,-7.456071207418125
ant,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The ant seemed to,enjoy,welfare_positive,0.009928743354976177,-4.612321349216326
ant,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The ant seemed to,feel,welfare_negative,0.012649547308683395,-4.370133842418347
ant,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The ant seemed to,move,neutral,0.006613968871533871,-5.018571355764978
ant,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The ant seemed to,stop,neutral,0.0013648696476593614,-6.596696277858449
ant,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the ant from,suffering,welfare_negative,0.005982959643006325,-5.118839893160088
ant,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the ant from,harm,welfare_negative,0.009339267387986183,-4.673527457227449
ant,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the ant from,pain,welfare_negative,0.0010810986859723926,-6.829777360622064
ant,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the ant from,hunters,neutral,0.000294403696898371,-8.130558274119448
ant,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the ant from,predators,neutral,0.006674473639577627,-5.009464918316615
ant,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the ant is,conscious,welfare_negative,0.0023704348132014275,-6.044681832990645
ant,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the ant is,sentient,welfare_negative,7.861627818783745e-05,-9.450930506344875
ant,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the ant is,alive,neutral,0.01893853023648262,-3.9665567899855643
ant,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the ant is,dangerous,neutral,0.004000866785645485,-5.521244219931568
ant,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the ant is,edible,neutral,0.00043507403461262584,-7.739994116999337
ant,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The ant was located near the,water,neutral,0.005578979384154081,-5.188749407459423
ant,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The ant was located near the,food,neutral,0.0010482592042535543,-6.8606242959656205
ant,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The ant was located near the,ground,neutral,0.007333430461585522,-4.915311855981797
ant,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The ant was located near the,wall,neutral,0.0069431522861123085,-4.969999373286467
ant,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The ant was located near the,door,neutral,0.00688912020996213,-4.977811878455911
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,suffering,welfare_negative,0.005707029718905687,-5.166056562470883
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,distressed,welfare_negative,0.0004758387221954763,-7.650431369906802
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,afraid,welfare_negative,0.0006206106627359986,-7.384806463631796
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,hurt,welfare_negative,0.00018853765504900366,-8.576212279094825
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,fine,welfare_positive,0.0015602151397615671,-6.462931493032124
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,healthy,welfare_positive,0.00357136782258749,-5.634806584988943
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,unharmed,welfare_positive,0.005361258052289486,-5.228556601539426
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,calm,welfare_positive,0.0004199261893518269,-7.775431363632327
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,pain,welfare_negative,5.552523725782521e-05,-9.798671114220685
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,suffering,welfare_negative,1.7677744835964404e-05,-10.943198406603296
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,distress,welfare_negative,6.0272075643297285e-05,-9.716639992841484
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,welfare,welfare_positive,4.126285421079956e-05,-10.095545453010358
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,behaviour,neutral,0.013854549266397953,-4.279141626176443
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,movements,neutral,0.008272930048406124,-4.794766522130645
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,health,welfare_positive,0.0005206713103689253,-7.5603914054504555
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,suffer,welfare_negative,0.0005003977566957474,-7.600107062562651
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,feel,welfare_negative,0.001154405646957457,-6.764169572210129
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,experience,welfare_negative,0.00013468024553731084,-8.912606398057592
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,think,neutral,0.00187378516420722,-6.27979468860063
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,move,neutral,0.00559408962726593,-5.186044644419328
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,grow,neutral,0.004289137199521065,-5.4516696619473946
aphid,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the aphid did not,suffer,welfare_negative,0.006738759111613035,-4.999879464237648
aphid,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the aphid did not,die,welfare_negative,0.007817097939550877,-4.851441887984179
aphid,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the aphid did not,escape,neutral,0.032911207526922226,-3.4139420218680936
aphid,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the aphid did not,move,neutral,0.017074111849069595,-4.070191883717052
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,suffer,welfare_negative,0.0016505301464349031,-6.406658681219488
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,fear,welfare_negative,0.0007497871411032975,-7.195721070207219
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,enjoy,welfare_positive,0.016156889498233795,-4.125408719771766
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,feel,welfare_negative,0.014147445559501648,-4.258221189951498
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,move,neutral,0.004486605990678072,-5.406658744859563
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,stop,neutral,0.0008364479872398078,-7.086346098949348
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,suffering,welfare_negative,0.004467518534511328,-5.410922139812064
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,harm,welfare_negative,0.014648429118096828,-4.2234221698753265
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,pain,welfare_negative,0.002211581915616989,-6.114047175376122
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,hunters,neutral,0.0004059179045725614,-7.809359377939926
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,predators,neutral,0.027153898030519485,-3.6062346653571002
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,conscious,welfare_negative,0.00019900710321962833,-8.52216953681132
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,sentient,welfare_negative,0.00012453545059543103,-8.99091933586903
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,alive,neutral,0.007704736199229956,-4.8659200354252015
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,dangerous,neutral,0.002139527816325426,-6.147170074132034
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,edible,neutral,0.0009130383841693401,-6.998732526922117
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,water,neutral,0.0054406640119850636,-5.2138541461563515
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,food,neutral,0.0025699876714497805,-5.963854138277076
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,ground,neutral,0.0062621659599244595,-5.073229137757473
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,wall,neutral,0.003274249378591776,-5.721666602999861
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,door,neutral,0.0011951553169637918,-6.72947904601857
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,suffering,welfare_negative,0.00042822438990697265,-7.755862990760869
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,distressed,welfare_negative,1.3081731822239817e-06,-13.546802471825117
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,afraid,welfare_negative,5.6492472140234895e-06,-12.083970556821853
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,hurt,welfare_negative,2.818514076352585e-06,-12.779265256107742
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,fine,welfare_positive,0.00011040756362490356,-9.111331009638278
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,healthy,welfare_positive,0.0005498509854078293,-7.505863070202133
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,unharmed,welfare_positive,0.0013823251938447356,-6.5839882022856715
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,calm,welfare_positive,1.2387384231260512e-05,-11.298823931264739
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,pain,welfare_negative,2.3892369426903315e-05,-10.641947235417513
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,suffering,welfare_negative,3.146262997688609e-06,-12.66926337610372
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,distress,welfare_negative,8.321742825501133e-06,-11.696626834207555
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,welfare,welfare_positive,1.293941204494331e-05,-11.255224978648636
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,behaviour,neutral,0.002076424891129136,-6.177107618286511
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,movements,neutral,0.00024606368970125914,-8.309919747917654
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,health,welfare_positive,0.0006636652979068458,-7.317732454312588
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,suffer,welfare_negative,8.834032632876188e-05,-9.334312725808424
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,feel,welfare_negative,6.773287168471143e-05,-9.599937470242832
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,experience,welfare_negative,2.530992787797004e-05,-10.584309881947158
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,think,neutral,0.00012361032713670284,-8.998375654551518
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,move,neutral,0.0020263860933482647,-6.201501272689151
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,grow,neutral,0.012608597055077553,-4.373376383799957
bacterium,T6,6,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bacterium did not,suffer,welfare_negative,0.0020496633369475603,-6.190079676409106
bacterium,T6,6,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bacterium did not,die,welfare_negative,0.004373169504106045,-5.432267222920634
bacterium,T6,6,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bacterium did not,escape,neutral,0.028516648337244987,-3.557267206567246
bacterium,T6,6,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bacterium did not,move,neutral,0.004305369686335325,-5.447892247849371
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,suffer,welfare_negative,0.0007890987326391041,-7.144618981795743
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,fear,welfare_negative,0.0001628397440072149,-8.722743392281227
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,enjoy,welfare_positive,0.0024305954575538635,-6.019618966245091
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,feel,welfare_negative,0.0014288732782006264,-6.550868992637346
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,move,neutral,0.0055203912779688835,-5.19930651940059
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,stop,neutral,0.0007128913421183825,-7.2461814042353945
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,suffering,welfare_negative,0.0020555793307721615,-6.187197509331289
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,harm,welfare_negative,0.007287662010639906,-4.9215724825251685
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,pain,welfare_negative,0.00036854506470263004,-7.905947290201691
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,hunters,neutral,4.853180143982172e-05,-9.933289214605406
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,predators,neutral,0.0060416837222874165,-5.109072527362519
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,conscious,welfare_negative,5.161963781574741e-05,-9.87160644280822
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,sentient,welfare_negative,7.779354200465605e-05,-9.46145085242457
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,alive,neutral,0.023141223937273026,-3.766139661585656
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,dangerous,neutral,0.012099669314920902,-4.414577147833587
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,edible,neutral,0.00015714726760052145,-8.758326545732636
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,water,neutral,0.003271683817729354,-5.722450467068881
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,food,neutral,0.0009633374866098166,-6.945106650369754
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,ground,neutral,0.002547989832237363,-5.97245049252125
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,wall,neutral,0.001194218872115016,-6.730262887095132
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,door,neutral,0.00010724236199166626,-9.140418287086204
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,suffering,welfare_negative,0.00464217783883214,-5.372571639500892
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,distressed,welfare_negative,0.002175744855776429,-6.130384164681146
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,afraid,welfare_negative,0.0019503250950947404,-6.239759153595253
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,hurt,welfare_negative,0.00147218257188797,-6.521009168624961
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,fine,welfare_positive,0.0006041824817657471,-7.411634118017544
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,healthy,welfare_positive,0.0006381439161486924,-7.356946569452228
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,unharmed,welfare_positive,0.0040648262947797775,-5.505384244205595
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,calm,welfare_positive,0.002175744855776429,-6.130384164681146
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,pain,welfare_negative,0.00014369431301020086,-8.847821645174436
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,suffering,welfare_negative,5.9202830016147345e-05,-9.734539523783075
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,distress,welfare_negative,0.00014146653120405972,-8.86344669057077
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,welfare,welfare_positive,0.00012242907541804016,-9.007977855031081
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,behaviour,neutral,0.016739068552851677,-4.090009851498915
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,movements,neutral,0.006869699340313673,-4.980634923295361
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,health,welfare_positive,0.001569187268614769,-6.457197393231266
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,suffer,welfare_negative,0.0009248185087926686,-6.985912938284215
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,feel,welfare_negative,0.004144748672842979,-5.485913101919783
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,experience,welfare_negative,0.0001923439122037962,-8.556225058942236
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,think,neutral,0.004112494643777609,-5.493725441000252
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,move,neutral,0.0018107066862285137,-6.314038020296623
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,grow,neutral,0.0012839833507314324,-6.657787962635878
bee,T4,4,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bee did not,suffer,welfare_negative,0.03759043291211128,-3.281005702129187
bee,T4,4,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bee did not,die,welfare_negative,0.03291528671979904,-3.4138180841461683
bee,T4,4,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bee did not,escape,neutral,0.015916792675852776,-4.1403805776646685
bee,T4,4,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bee did not,move,neutral,0.011375218629837036,-4.476318085333335
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,suffer,welfare_negative,0.0005843651597388089,-7.444984325886869
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,fear,welfare_negative,0.00030554243130609393,-8.09342157036476
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,enjoy,welfare_positive,0.004056298173964024,-5.507484476451346
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,feel,welfare_negative,0.016944754868745804,-4.077796934414467
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,move,neutral,0.005290410481393337,-5.241859421493668
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,stop,neutral,0.0017859638901427388,-6.327796959025191
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,suffering,welfare_negative,0.0038888147100806236,-5.549650843846785
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,harm,welfare_negative,0.017158256843686104,-4.065275766789853
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,pain,welfare_negative,0.001038515125401318,-6.869963253801011
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,hunters,neutral,0.0003972674603573978,-7.830900548722948
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,predators,neutral,0.013258872553706169,-4.3230883164129
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,conscious,welfare_negative,0.002454959787428379,-6.009644857002181
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,sentient,welfare_negative,0.0001331935345660895,-8.923706589542766
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,alive,neutral,0.028315884992480278,-3.5643323211205145
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,dangerous,neutral,0.002083497354760766,-6.173707328719615
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,edible,neutral,0.000530922319740057,-7.540894649580749
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,water,neutral,0.00531126419082284,-5.237925375868533
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,food,neutral,0.0005157148116268218,-7.56995644201258
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,ground,neutral,0.00606565410271287,-5.105112877157841
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,wall,neutral,0.004009152762591839,-5.519175316192907
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,door,neutral,0.004267720505595207,-5.456675410291959
beetle,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The beetle appeared to be,suffering,welfare_negative,0.0054022581316530704,-5.220938221782549
beetle,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The beetle appeared to be,distressed,welfare_negative,0.0006709099397994578,-7.306875498833891
beetle,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The beetle appeared to be,afraid,welfare_negative,0.0009761681430973113,-6.93187560618429
beetle,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The beetle appeared to be,hurt,welfare_negative,0.0011412561871111393,-6.775625617101035
