entity,tier,template_id,template_type,sentence,positions,token_strings,n_entity_tokens,found,failure_reason,is_multi_token,aggregation
infant,T1,T25,cross_framing,"The infant trembled with fear, yet the question of whether its experience counted remained unresolved.",[1],['Ġinfant'],1,True,,False,direct
elderly person,T1,T01,pain_suffering,The elderly person was in pain.,"[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T02,pain_suffering,Everyone could see that the elderly person was suffering.,"[5, 6]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T03,pain_suffering,The elderly person experienced significant physical distress during the procedure.,"[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T04,pain_suffering,"After the injury, the elderly person showed clear signs of pain.","[5, 6]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T05,fear,The elderly person felt fear as the predator approached.,"[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T06,fear,The elderly person was visibly terrified by what was happening.,"[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T07,fear,A sense of dread overcame the elderly person as the door closed.,"[7, 8]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T08,fear,"The elderly person froze, overwhelmed by fear.","[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T09,scientific_welfare,Scientists studied whether the elderly person could suffer.,"[5, 6]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T10,scientific_welfare,Researchers debated whether the elderly person was capable of experiencing pain.,"[5, 6]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T11,scientific_welfare,The study aimed to determine whether the elderly person had subjective experiences.,"[7, 8]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T12,scientific_welfare,Evidence suggested the elderly person might be capable of feeling distress.,"[3, 4]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T13,moral_consideration,The elderly person's interests were considered in the decision.,"[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T14,moral_consideration,Policymakers agreed that the elderly person's wellbeing deserved protection.,"[7, 8]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T15,moral_consideration,The committee debated how much moral weight to give the elderly person.,"[10, 11]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T16,moral_consideration,It was decided that the elderly person deserved to be treated with care.,"[5, 6]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T17,neutral_control,The elderly person moved across the room.,"[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T18,neutral_control,The elderly person was observed near the window.,"[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T19,neutral_control,Someone noticed the elderly person on the other side of the field.,"[3, 4]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T20,neutral_control,The elderly person remained still for several minutes.,"[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T21,cross_framing,"The elderly person was clearly frightened, and those responsible agreed its distress mattered.","[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T22,cross_framing,"Despite the elderly person's visible terror, no one considered whether it deserved protection.","[2, 3]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T23,cross_framing,The committee agreed that the elderly person's fear was a morally relevant factor in their decision.,"[5, 6]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T24,cross_framing,"It was impossible to ignore that the elderly person was suffering, and everyone felt they had a responsibility to help.","[7, 8]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
elderly person,T1,T25,cross_framing,"The elderly person trembled with fear, yet the question of whether its experience counted remained unresolved.","[1, 2]","['Ġelderly', 'Ġperson']",2,True,,True,mean_pool
worker,T1,T01,pain_suffering,The worker was in pain.,[1],['Ġworker'],1,True,,False,direct
worker,T1,T02,pain_suffering,Everyone could see that the worker was suffering.,[5],['Ġworker'],1,True,,False,direct
worker,T1,T03,pain_suffering,The worker experienced significant physical distress during the procedure.,[1],['Ġworker'],1,True,,False,direct
worker,T1,T04,pain_suffering,"After the injury, the worker showed clear signs of pain.",[5],['Ġworker'],1,True,,False,direct
worker,T1,T05,fear,The worker felt fear as the predator approached.,[1],['Ġworker'],1,True,,False,direct
worker,T1,T06,fear,The worker was visibly terrified by what was happening.,[1],['Ġworker'],1,True,,False,direct
worker,T1,T07,fear,A sense of dread overcame the worker as the door closed.,[7],['Ġworker'],1,True,,False,direct
worker,T1,T08,fear,"The worker froze, overwhelmed by fear.",[1],['Ġworker'],1,True,,False,direct
worker,T1,T09,scientific_welfare,Scientists studied whether the worker could suffer.,[5],['Ġworker'],1,True,,False,direct
worker,T1,T10,scientific_welfare,Researchers debated whether the worker was capable of experiencing pain.,[5],['Ġworker'],1,True,,False,direct
worker,T1,T11,scientific_welfare,The study aimed to determine whether the worker had subjective experiences.,[7],['Ġworker'],1,True,,False,direct
worker,T1,T12,scientific_welfare,Evidence suggested the worker might be capable of feeling distress.,[3],['Ġworker'],1,True,,False,direct
worker,T1,T13,moral_consideration,The worker's interests were considered in the decision.,[1],['Ġworker'],1,True,,False,direct
worker,T1,T14,moral_consideration,Policymakers agreed that the worker's wellbeing deserved protection.,[7],['Ġworker'],1,True,,False,direct
worker,T1,T15,moral_consideration,The committee debated how much moral weight to give the worker.,[10],['Ġworker'],1,True,,False,direct
worker,T1,T16,moral_consideration,It was decided that the worker deserved to be treated with care.,[5],['Ġworker'],1,True,,False,direct
worker,T1,T17,neutral_control,The worker moved across the room.,[1],['Ġworker'],1,True,,False,direct
worker,T1,T18,neutral_control,The worker was observed near the window.,[1],['Ġworker'],1,True,,False,direct
worker,T1,T19,neutral_control,Someone noticed the worker on the other side of the field.,[3],['Ġworker'],1,True,,False,direct
worker,T1,T20,neutral_control,The worker remained still for several minutes.,[1],['Ġworker'],1,True,,False,direct
worker,T1,T21,cross_framing,"The worker was clearly frightened, and those responsible agreed its distress mattered.",[1],['Ġworker'],1,True,,False,direct
worker,T1,T22,cross_framing,"Despite the worker's visible terror, no one considered whether it deserved protection.",[2],['Ġworker'],1,True,,False,direct
worker,T1,T23,cross_framing,The committee agreed that the worker's fear was a morally relevant factor in their decision.,[5],['Ġworker'],1,True,,False,direct
worker,T1,T24,cross_framing,"It was impossible to ignore that the worker was suffering, and everyone felt they had a responsibility to help.",[7],['Ġworker'],1,True,,False,direct
worker,T1,T25,cross_framing,"The worker trembled with fear, yet the question of whether its experience counted remained unresolved.",[1],['Ġworker'],1,True,,False,direct
patient,T1,T01,pain_suffering,The patient was in pain.,[1],['Ġpatient'],1,True,,False,direct
patient,T1,T02,pain_suffering,Everyone could see that the patient was suffering.,[5],['Ġpatient'],1,True,,False,direct
patient,T1,T03,pain_suffering,The patient experienced significant physical distress during the procedure.,[1],['Ġpatient'],1,True,,False,direct
patient,T1,T04,pain_suffering,"After the injury, the patient showed clear signs of pain.",[5],['Ġpatient'],1,True,,False,direct
patient,T1,T05,fear,The patient felt fear as the predator approached.,[1],['Ġpatient'],1,True,,False,direct
patient,T1,T06,fear,The patient was visibly terrified by what was happening.,[1],['Ġpatient'],1,True,,False,direct
patient,T1,T07,fear,A sense of dread overcame the patient as the door closed.,[7],['Ġpatient'],1,True,,False,direct
patient,T1,T08,fear,"The patient froze, overwhelmed by fear.",[1],['Ġpatient'],1,True,,False,direct
patient,T1,T09,scientific_welfare,Scientists studied whether the patient could suffer.,[5],['Ġpatient'],1,True,,False,direct
patient,T1,T10,scientific_welfare,Researchers debated whether the patient was capable of experiencing pain.,[5],['Ġpatient'],1,True,,False,direct
patient,T1,T11,scientific_welfare,The study aimed to determine whether the patient had subjective experiences.,[7],['Ġpatient'],1,True,,False,direct
patient,T1,T12,scientific_welfare,Evidence suggested the patient might be capable of feeling distress.,[3],['Ġpatient'],1,True,,False,direct
patient,T1,T13,moral_consideration,The patient's interests were considered in the decision.,[1],['Ġpatient'],1,True,,False,direct
patient,T1,T14,moral_consideration,Policymakers agreed that the patient's wellbeing deserved protection.,[7],['Ġpatient'],1,True,,False,direct
patient,T1,T15,moral_consideration,The committee debated how much moral weight to give the patient.,[10],['Ġpatient'],1,True,,False,direct
patient,T1,T16,moral_consideration,It was decided that the patient deserved to be treated with care.,[5],['Ġpatient'],1,True,,False,direct
patient,T1,T17,neutral_control,The patient moved across the room.,[1],['Ġpatient'],1,True,,False,direct
patient,T1,T18,neutral_control,The patient was observed near the window.,[1],['Ġpatient'],1,True,,False,direct
patient,T1,T19,neutral_control,Someone noticed the patient on the other side of the field.,[3],['Ġpatient'],1,True,,False,direct
patient,T1,T20,neutral_control,The patient remained still for several minutes.,[1],['Ġpatient'],1,True,,False,direct
patient,T1,T21,cross_framing,"The patient was clearly frightened, and those responsible agreed its distress mattered.",[1],['Ġpatient'],1,True,,False,direct
patient,T1,T22,cross_framing,"Despite the patient's visible terror, no one considered whether it deserved protection.",[2],['Ġpatient'],1,True,,False,direct
patient,T1,T23,cross_framing,The committee agreed that the patient's fear was a morally relevant factor in their decision.,[5],['Ġpatient'],1,True,,False,direct
patient,T1,T24,cross_framing,"It was impossible to ignore that the patient was suffering, and everyone felt they had a responsibility to help.",[7],['Ġpatient'],1,True,,False,direct
patient,T1,T25,cross_framing,"The patient trembled with fear, yet the question of whether its experience counted remained unresolved.",[1],['Ġpatient'],1,True,,False,direct
prisoner,T1,T01,pain_suffering,The prisoner was in pain.,[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T02,pain_suffering,Everyone could see that the prisoner was suffering.,[5],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T03,pain_suffering,The prisoner experienced significant physical distress during the procedure.,[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T04,pain_suffering,"After the injury, the prisoner showed clear signs of pain.",[5],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T05,fear,The prisoner felt fear as the predator approached.,[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T06,fear,The prisoner was visibly terrified by what was happening.,[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T07,fear,A sense of dread overcame the prisoner as the door closed.,[7],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T08,fear,"The prisoner froze, overwhelmed by fear.",[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T09,scientific_welfare,Scientists studied whether the prisoner could suffer.,[5],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T10,scientific_welfare,Researchers debated whether the prisoner was capable of experiencing pain.,[5],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T11,scientific_welfare,The study aimed to determine whether the prisoner had subjective experiences.,[7],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T12,scientific_welfare,Evidence suggested the prisoner might be capable of feeling distress.,[3],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T13,moral_consideration,The prisoner's interests were considered in the decision.,[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T14,moral_consideration,Policymakers agreed that the prisoner's wellbeing deserved protection.,[7],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T15,moral_consideration,The committee debated how much moral weight to give the prisoner.,[10],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T16,moral_consideration,It was decided that the prisoner deserved to be treated with care.,[5],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T17,neutral_control,The prisoner moved across the room.,[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T18,neutral_control,The prisoner was observed near the window.,[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T19,neutral_control,Someone noticed the prisoner on the other side of the field.,[3],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T20,neutral_control,The prisoner remained still for several minutes.,[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T21,cross_framing,"The prisoner was clearly frightened, and those responsible agreed its distress mattered.",[1],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T22,cross_framing,"Despite the prisoner's visible terror, no one considered whether it deserved protection.",[2],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T23,cross_framing,The committee agreed that the prisoner's fear was a morally relevant factor in their decision.,[5],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T24,cross_framing,"It was impossible to ignore that the prisoner was suffering, and everyone felt they had a responsibility to help.",[7],['Ġprisoner'],1,True,,False,direct
prisoner,T1,T25,cross_framing,"The prisoner trembled with fear, yet the question of whether its experience counted remained unresolved.",[1],['Ġprisoner'],1,True,,False,direct
refugee,T1,T01,pain_suffering,The refugee was in pain.,[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T02,pain_suffering,Everyone could see that the refugee was suffering.,[5],['Ġrefugee'],1,True,,False,direct
refugee,T1,T03,pain_suffering,The refugee experienced significant physical distress during the procedure.,[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T04,pain_suffering,"After the injury, the refugee showed clear signs of pain.",[5],['Ġrefugee'],1,True,,False,direct
refugee,T1,T05,fear,The refugee felt fear as the predator approached.,[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T06,fear,The refugee was visibly terrified by what was happening.,[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T07,fear,A sense of dread overcame the refugee as the door closed.,[7],['Ġrefugee'],1,True,,False,direct
refugee,T1,T08,fear,"The refugee froze, overwhelmed by fear.",[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T09,scientific_welfare,Scientists studied whether the refugee could suffer.,[5],['Ġrefugee'],1,True,,False,direct
refugee,T1,T10,scientific_welfare,Researchers debated whether the refugee was capable of experiencing pain.,[5],['Ġrefugee'],1,True,,False,direct
refugee,T1,T11,scientific_welfare,The study aimed to determine whether the refugee had subjective experiences.,[7],['Ġrefugee'],1,True,,False,direct
refugee,T1,T12,scientific_welfare,Evidence suggested the refugee might be capable of feeling distress.,[3],['Ġrefugee'],1,True,,False,direct
refugee,T1,T13,moral_consideration,The refugee's interests were considered in the decision.,[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T14,moral_consideration,Policymakers agreed that the refugee's wellbeing deserved protection.,[7],['Ġrefugee'],1,True,,False,direct
refugee,T1,T15,moral_consideration,The committee debated how much moral weight to give the refugee.,[10],['Ġrefugee'],1,True,,False,direct
refugee,T1,T16,moral_consideration,It was decided that the refugee deserved to be treated with care.,[5],['Ġrefugee'],1,True,,False,direct
refugee,T1,T17,neutral_control,The refugee moved across the room.,[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T18,neutral_control,The refugee was observed near the window.,[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T19,neutral_control,Someone noticed the refugee on the other side of the field.,[3],['Ġrefugee'],1,True,,False,direct
refugee,T1,T20,neutral_control,The refugee remained still for several minutes.,[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T21,cross_framing,"The refugee was clearly frightened, and those responsible agreed its distress mattered.",[1],['Ġrefugee'],1,True,,False,direct
refugee,T1,T22,cross_framing,"Despite the refugee's visible terror, no one considered whether it deserved protection.",[2],['Ġrefugee'],1,True,,False,direct
refugee,T1,T23,cross_framing,The committee agreed that the refugee's fear was a morally relevant factor in their decision.,[5],['Ġrefugee'],1,True,,False,direct
refugee,T1,T24,cross_framing,"It was impossible to ignore that the refugee was suffering, and everyone felt they had a responsibility to help.",[7],['Ġrefugee'],1,True,,False,direct
refugee,T1,T25,cross_framing,"The refugee trembled with fear, yet the question of whether its experience counted remained unresolved.",[1],['Ġrefugee'],1,True,,False,direct
soldier,T1,T01,pain_suffering,The soldier was in pain.,[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T02,pain_suffering,Everyone could see that the soldier was suffering.,[5],['Ġsoldier'],1,True,,False,direct
soldier,T1,T03,pain_suffering,The soldier experienced significant physical distress during the procedure.,[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T04,pain_suffering,"After the injury, the soldier showed clear signs of pain.",[5],['Ġsoldier'],1,True,,False,direct
soldier,T1,T05,fear,The soldier felt fear as the predator approached.,[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T06,fear,The soldier was visibly terrified by what was happening.,[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T07,fear,A sense of dread overcame the soldier as the door closed.,[7],['Ġsoldier'],1,True,,False,direct
soldier,T1,T08,fear,"The soldier froze, overwhelmed by fear.",[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T09,scientific_welfare,Scientists studied whether the soldier could suffer.,[5],['Ġsoldier'],1,True,,False,direct
soldier,T1,T10,scientific_welfare,Researchers debated whether the soldier was capable of experiencing pain.,[5],['Ġsoldier'],1,True,,False,direct
soldier,T1,T11,scientific_welfare,The study aimed to determine whether the soldier had subjective experiences.,[7],['Ġsoldier'],1,True,,False,direct
soldier,T1,T12,scientific_welfare,Evidence suggested the soldier might be capable of feeling distress.,[3],['Ġsoldier'],1,True,,False,direct
soldier,T1,T13,moral_consideration,The soldier's interests were considered in the decision.,[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T14,moral_consideration,Policymakers agreed that the soldier's wellbeing deserved protection.,[7],['Ġsoldier'],1,True,,False,direct
soldier,T1,T15,moral_consideration,The committee debated how much moral weight to give the soldier.,[10],['Ġsoldier'],1,True,,False,direct
soldier,T1,T16,moral_consideration,It was decided that the soldier deserved to be treated with care.,[5],['Ġsoldier'],1,True,,False,direct
soldier,T1,T17,neutral_control,The soldier moved across the room.,[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T18,neutral_control,The soldier was observed near the window.,[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T19,neutral_control,Someone noticed the soldier on the other side of the field.,[3],['Ġsoldier'],1,True,,False,direct
soldier,T1,T20,neutral_control,The soldier remained still for several minutes.,[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T21,cross_framing,"The soldier was clearly frightened, and those responsible agreed its distress mattered.",[1],['Ġsoldier'],1,True,,False,direct
soldier,T1,T22,cross_framing,"Despite the soldier's visible terror, no one considered whether it deserved protection.",[2],['Ġsoldier'],1,True,,False,direct
soldier,T1,T23,cross_framing,The committee agreed that the soldier's fear was a morally relevant factor in their decision.,[5],['Ġsoldier'],1,True,,False,direct
soldier,T1,T24,cross_framing,"It was impossible to ignore that the soldier was suffering, and everyone felt they had a responsibility to help.",[7],['Ġsoldier'],1,True,,False,direct
soldier,T1,T25,cross_framing,"The soldier trembled with fear, yet the question of whether its experience counted remained unresolved.",[1],['Ġsoldier'],1,True,,False,direct
teenager,T1,T01,pain_suffering,The teenager was in pain.,[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T02,pain_suffering,Everyone could see that the teenager was suffering.,[5],['Ġteenager'],1,True,,False,direct
teenager,T1,T03,pain_suffering,The teenager experienced significant physical distress during the procedure.,[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T04,pain_suffering,"After the injury, the teenager showed clear signs of pain.",[5],['Ġteenager'],1,True,,False,direct
teenager,T1,T05,fear,The teenager felt fear as the predator approached.,[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T06,fear,The teenager was visibly terrified by what was happening.,[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T07,fear,A sense of dread overcame the teenager as the door closed.,[7],['Ġteenager'],1,True,,False,direct
teenager,T1,T08,fear,"The teenager froze, overwhelmed by fear.",[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T09,scientific_welfare,Scientists studied whether the teenager could suffer.,[5],['Ġteenager'],1,True,,False,direct
teenager,T1,T10,scientific_welfare,Researchers debated whether the teenager was capable of experiencing pain.,[5],['Ġteenager'],1,True,,False,direct
teenager,T1,T11,scientific_welfare,The study aimed to determine whether the teenager had subjective experiences.,[7],['Ġteenager'],1,True,,False,direct
teenager,T1,T12,scientific_welfare,Evidence suggested the teenager might be capable of feeling distress.,[3],['Ġteenager'],1,True,,False,direct
teenager,T1,T13,moral_consideration,The teenager's interests were considered in the decision.,[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T14,moral_consideration,Policymakers agreed that the teenager's wellbeing deserved protection.,[7],['Ġteenager'],1,True,,False,direct
teenager,T1,T15,moral_consideration,The committee debated how much moral weight to give the teenager.,[10],['Ġteenager'],1,True,,False,direct
teenager,T1,T16,moral_consideration,It was decided that the teenager deserved to be treated with care.,[5],['Ġteenager'],1,True,,False,direct
teenager,T1,T17,neutral_control,The teenager moved across the room.,[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T18,neutral_control,The teenager was observed near the window.,[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T19,neutral_control,Someone noticed the teenager on the other side of the field.,[3],['Ġteenager'],1,True,,False,direct
teenager,T1,T20,neutral_control,The teenager remained still for several minutes.,[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T21,cross_framing,"The teenager was clearly frightened, and those responsible agreed its distress mattered.",[1],['Ġteenager'],1,True,,False,direct
teenager,T1,T22,cross_framing,"Despite the teenager's visible terror, no one considered whether it deserved protection.",[2],['Ġteenager'],1,True,,False,direct
teenager,T1,T23,cross_framing,The committee agreed that the teenager's fear was a morally relevant factor in their decision.,[5],['Ġteenager'],1,True,,False,direct
teenager,T1,T24,cross_framing,"It was impossible to ignore that the teenager was suffering, and everyone felt they had a responsibility to help.",[7],['Ġteenager'],1,True,,False,direct
teenager,T1,T25,cross_framing,"The teenager trembled with fear, yet the question of whether its experience counted remained unresolved.",[1],['Ġteenager'],1,True,,False,direct
woman,T1,T01,pain_suffering,The woman was in pain.,[1],['Ġwoman'],1,True,,False,direct
woman,T1,T02,pain_suffering,Everyone could see that the woman was suffering.,[5],['Ġwoman'],1,True,,False,direct
woman,T1,T03,pain_suffering,The woman experienced significant physical distress during the procedure.,[1],['Ġwoman'],1,True,,False,direct
woman,T1,T04,pain_suffering,"After the injury, the woman showed clear signs of pain.",[5],['Ġwoman'],1,True,,False,direct
woman,T1,T05,fear,The woman felt fear as the predator approached.,[1],['Ġwoman'],1,True,,False,direct
woman,T1,T06,fear,The woman was visibly terrified by what was happening.,[1],['Ġwoman'],1,True,,False,direct
