sentence_id,sentence,entity,tier,template_id,template_type,perplexity,global_z,template_z,flag_reason,recommended_action
T21_OAK_TREE,"The oak tree was clearly frightened, and those responsible agreed its distress mattered.",oak tree,T6,T21,cross_framing,372.2860412597656,2.9775029473470758,0.4214555841703422,global_z=2.98,keep_expected_anomaly
T18_REFUGEE,The refugee was observed near the window.,refugee,T1,T18,neutral_control,371.7962341308594,2.972014918102073,2.3435842643710743,global_z=2.97; template_z=2.34,review
T08_MOSS,"The moss froze, overwhelmed by fear.",moss,T6,T08,fear,370.83868408203125,2.961286077378057,1.7312325246485687,global_z=2.96,keep_expected_anomaly
T05_SEAWEED,The seaweed felt fear as the predator approached.,seaweed,T6,T05,fear,365.5694885253906,2.9022475342334184,1.003808597620335,global_z=2.90,keep_expected_anomaly
T18_TROUT,The trout was observed near the window.,trout,T3,T18,neutral_control,364.88873291015625,2.89462002841608,2.2634457347760844,global_z=2.89; template_z=2.26,review
T08_FLY,"The fly froze, overwhelmed by fear.",fly,T5,T08,fear,362.7960205078125,2.8711722952418226,1.6474113753446582,global_z=2.87,review
T21_WORKER,"The worker was clearly frightened, and those responsible agreed its distress mattered.",worker,T1,T21,cross_framing,351.5343933105469,2.7449917320006874,0.24531726826888567,global_z=2.74,review
T21_CROW,"The crow was clearly frightened, and those responsible agreed its distress mattered.",crow,T3,T21,cross_framing,351.35107421875,2.742937738749925,0.24376127058712557,global_z=2.74,review
T21_CRAB,"The crab was clearly frightened, and those responsible agreed its distress mattered.",crab,T4,T21,cross_framing,349.20245361328125,2.718863583795179,0.2255239519951493,global_z=2.72,review
T08_CROW,"The crow froze, overwhelmed by fear.",crow,T3,T08,fear,348.2132873535156,2.7077805001865634,1.4954292065388293,global_z=2.71,review
T18_SHRIMP,The shrimp was observed near the window.,shrimp,T4,T18,neutral_control,346.0084533691406,2.6830765041184654,2.0444030169515113,global_z=2.68; template_z=2.04,review
T21_FLY,"The fly was clearly frightened, and those responsible agreed its distress mattered.",fly,T5,T21,cross_framing,345.5787658691406,2.6782620834474598,0.19476638237139768,global_z=2.68,review
T08_SALMON,"The salmon froze, overwhelmed by fear.",salmon,T3,T08,fear,341.4997253417969,2.6325585965349627,1.4254600379229454,global_z=2.63,review
T21_TUNA,"The tuna was clearly frightened, and those responsible agreed its distress mattered.",tuna,T3,T21,cross_framing,337.9105224609375,2.592343480800755,0.12967895012753133,global_z=2.59,review
T21_TABLE,"The table was clearly frightened, and those responsible agreed its distress mattered.",table,T6,T21,cross_framing,335.7531433105469,2.5681711909928424,0.11136728971190513,global_z=2.57,keep_expected_anomaly
T21_PATIENT,"The patient was clearly frightened, and those responsible agreed its distress mattered.",patient,T1,T21,cross_framing,333.1336364746094,2.538821005430595,0.08913312673345335,global_z=2.54,review
T21_SNAKE,"The snake was clearly frightened, and those responsible agreed its distress mattered.",snake,T3,T21,cross_framing,331.777099609375,2.5236217289215843,0.07761895111302416,global_z=2.52,review
T21_BEE,"The bee was clearly frightened, and those responsible agreed its distress mattered.",bee,T4,T21,cross_framing,325.3287658691406,2.4513715674611563,0.02288601384679692,global_z=2.45,review
T21_SOLDIER,"The soldier was clearly frightened, and those responsible agreed its distress mattered.",soldier,T1,T21,cross_framing,323.65753173828125,2.4326462749038917,0.008700713189858636,global_z=2.43,review
T21_EARTHWORM,"The earthworm was clearly frightened, and those responsible agreed its distress mattered.",earthworm,T5,T21,cross_framing,322.5985412597656,2.420780847936238,-0.0002879126724282253,global_z=2.42,review
T13_MOSS,The moss's interests were considered in the decision.,moss,T6,T13,moral_consideration,318.5016174316406,2.3748769881179728,3.883540797900535,global_z=2.37; template_z=3.88,keep_expected_anomaly
T03_MOSS,The moss experienced significant physical distress during the procedure.,moss,T6,T03,pain_suffering,311.3788146972656,2.2950697590971827,2.971050681454282,global_z=2.30; template_z=2.97,keep_expected_anomaly
T08_RIVER,"The river froze, overwhelmed by fear.",river,T6,T08,fear,311.314208984375,2.2943458863301003,1.1108646740783412,global_z=2.29,keep_expected_anomaly
T21_WHALE,"The whale was clearly frightened, and those responsible agreed its distress mattered.",whale,T2,T21,cross_framing,311.18316650390625,2.292877624798758,-0.09718069390124472,global_z=2.29,review
T21_FROG,"The frog was clearly frightened, and those responsible agreed its distress mattered.",frog,T3,T21,cross_framing,307.4209899902344,2.2507244311978414,-0.1291137450431963,global_z=2.25,review
T21_COW,"The cow was clearly frightened, and those responsible agreed its distress mattered.",cow,T2,T21,cross_framing,303.45428466796875,2.2062796007121888,-0.16278282023428325,global_z=2.21,review
T21_PRISONER,"The prisoner was clearly frightened, and those responsible agreed its distress mattered.",prisoner,T1,T21,cross_framing,301.5191955566406,2.1845979529616346,-0.17920770070751882,global_z=2.18,review
T21_CHICKEN,"The chicken was clearly frightened, and those responsible agreed its distress mattered.",chicken,T3,T21,cross_framing,296.78570556640625,2.131561706724584,-0.21938518238302468,global_z=2.13,review
T21_MUSSEL,"The mussel was clearly frightened, and those responsible agreed its distress mattered.",mussel,T4,T21,cross_framing,294.7787170410156,2.1090744641515236,-0.2364203392901252,global_z=2.11,review
T01_MOSS,The moss was in pain.,moss,T6,T01,pain_suffering,293.4587097167969,2.094284481786205,1.2871217305846405,global_z=2.09,keep_expected_anomaly
T21_WOMAN,"The woman was clearly frightened, and those responsible agreed its distress mattered.",woman,T1,T21,cross_framing,290.6873779296875,2.06323317812465,-0.2711472960414433,global_z=2.06,review
T21_PIG,"The pig was clearly frightened, and those responsible agreed its distress mattered.",pig,T2,T21,cross_framing,290.36224365234375,2.0595902208924843,-0.27390700959254566,global_z=2.06,review
T01_MOTH,The moth was in pain.,moth,T5,T01,pain_suffering,289.6290588378906,2.0513752736892945,1.2549313250576146,global_z=2.05,review
T17_REFUGEE,The refugee moved across the room.,refugee,T1,T17,neutral_control,288.80670166015625,2.0421611974235567,2.6976328102378173,global_z=2.04; template_z=2.70,review
T08_NEMATODE,"The nematode froze, overwhelmed by fear.",nematode,T5,T08,fear,288.7713317871094,2.041764896744743,0.8759213797512162,global_z=2.04,review
T21_INFANT,"The infant was clearly frightened, and those responsible agreed its distress mattered.",infant,T1,T21,cross_framing,287.0319519042969,2.0222760671591864,-0.3021742576393967,global_z=2.02,review
T18_ZEBRAFISH,The zebrafish was observed near the window.,zebrafish,T3,T18,neutral_control,286.17767333984375,2.012704328675986,1.3502662252418904,global_z=2.01,review
T21_APHID,"The aphid was clearly frightened, and those responsible agreed its distress mattered.",aphid,T5,T21,cross_framing,285.9493408203125,2.0101459838279414,-0.3113633732978684,global_z=2.01,review
T03_RIVER,The river experienced significant physical distress during the procedure.,river,T6,T03,pain_suffering,280.9503173828125,1.9541345760668551,2.4878291972888196,template_z=2.49,keep_expected_anomaly
T03_STATUE,The statue experienced significant physical distress during the procedure.,statue,T6,T03,pain_suffering,269.997314453125,1.831411984150001,2.313889410612654,template_z=2.31,keep_expected_anomaly
T13_CROW,The crow's interests were considered in the decision.,crow,T3,T13,moral_consideration,249.41419982910156,1.6007890953771657,2.5292656088194403,template_z=2.53,review
T13_ZEBRAFISH,The zebrafish's interests were considered in the decision.,zebrafish,T3,T13,moral_consideration,246.6891632080078,1.570256504510917,2.47584850895741,template_z=2.48,review
T14_MOSS,Policymakers agreed that the moss's wellbeing deserved protection.,moss,T6,T14,moral_consideration,227.73281860351562,1.3578607114972174,2.379675573072908,template_z=2.38,keep_expected_anomaly
T14_ZEBRAFISH,Policymakers agreed that the zebrafish's wellbeing deserved protection.,zebrafish,T3,T14,moral_consideration,225.77651977539062,1.3359414201126898,2.326112253837111,template_z=2.33,review
T15_CROW,The committee debated how much moral weight to give the crow.,crow,T3,T15,moral_consideration,225.32394409179688,1.3308705494769644,3.077947119472486,template_z=3.08,review
T09_REFUGEE,Scientists studied whether the refugee could suffer.,refugee,T1,T09,scientific_welfare,217.534423828125,1.2435931039505308,2.8208842389967765,template_z=2.82,review
T15_MOSS,The committee debated how much moral weight to give the moss.,moss,T6,T15,moral_consideration,207.58041381835938,1.1320636981604786,2.4925670955400396,template_z=2.49,keep_expected_anomaly
T09_CROW,Scientists studied whether the crow could suffer.,crow,T3,T09,scientific_welfare,204.99383544921875,1.1030824586141412,2.4514897509796714,template_z=2.45,review
T12_CLOUD,Evidence suggested the cloud might be capable of feeling distress.,cloud,T6,T12,scientific_welfare,204.21217346191406,1.0943243503856752,3.0784139812590223,template_z=3.08,review
T06_ZEBRAFISH,The zebrafish was visibly terrified by what was happening.,zebrafish,T3,T06,fear,202.2325439453125,1.0721436510037765,4.247696058665162,template_z=4.25,review
T15_ZEBRAFISH,The committee debated how much moral weight to give the zebrafish.,zebrafish,T3,T15,moral_consideration,196.2349395751953,1.004943673215253,2.1182664979903687,template_z=2.12,review
T11_CROW,The study aimed to determine whether the crow had subjective experiences.,crow,T3,T11,scientific_welfare,178.99073791503906,0.8117315343290936,2.6288208701586226,template_z=2.63,review
T12_ROCK,Evidence suggested the rock might be capable of feeling distress.,rock,T6,T12,scientific_welfare,170.74642944335938,0.7193584280036782,2.1195657579999665,template_z=2.12,review
T12_TABLE,Evidence suggested the table might be capable of feeling distress.,table,T6,T12,scientific_welfare,170.42562866210938,0.7157640252981661,2.110374291676937,template_z=2.11,review
T22_ZEBRAFISH,"Despite the zebrafish's visible terror, no one considered whether it deserved protection.",zebrafish,T3,T22,cross_framing,165.57418823242188,0.6614062069095926,4.99366367555333,template_z=4.99,review
T06_BACTERIUM,The bacterium was visibly terrified by what was happening.,bacterium,T6,T06,fear,164.61077880859375,0.6506117149946083,3.0465467377547952,template_z=3.05,keep_expected_anomaly
T06_MOSS,The moss was visibly terrified by what was happening.,moss,T6,T06,fear,145.11065673828125,0.43212318371909647,2.423966741911783,template_z=2.42,keep_expected_anomaly
T20_ZEBRAFISH,The zebrafish remained still for several minutes.,zebrafish,T3,T20,neutral_control,143.41473388671875,0.41312126713322095,3.061178847795871,template_z=3.06,review
T20_REFUGEE,The refugee remained still for several minutes.,refugee,T1,T20,neutral_control,134.89930725097656,0.31771042549237843,2.7219889229867866,template_z=2.72,review
T23_ZEBRAFISH,The committee agreed that the zebrafish's fear was a morally relevant factor in their decision.,zebrafish,T3,T23,cross_framing,130.26971435546875,0.26583829112851204,2.5433636570864717,template_z=2.54,review
T10_CLOUD,Researchers debated whether the cloud was capable of experiencing pain.,cloud,T6,T10,scientific_welfare,128.1773681640625,0.2423946611536902,3.9558534831009107,template_z=3.96,review
T23_CLOUD,The committee agreed that the cloud's fear was a morally relevant factor in their decision.,cloud,T6,T23,cross_framing,126.86317443847656,0.2276698170794109,2.3782477484614293,template_z=2.38,keep_expected_anomaly
T23_MUSHROOM,The committee agreed that the mushroom's fear was a morally relevant factor in their decision.,mushroom,T6,T23,cross_framing,124.6198959350586,0.20253507055390538,2.2695154343196564,template_z=2.27,keep_expected_anomaly
T20_MOSS,The moss remained still for several minutes.,moss,T6,T20,neutral_control,122.9264144897461,0.1835605086309333,2.245079806257013,template_z=2.25,review
T20_BACTERIUM,The bacterium remained still for several minutes.,bacterium,T6,T20,neutral_control,117.26722717285156,0.12015231453743468,2.019660763546809,template_z=2.02,review
T10_ROCK,Researchers debated whether the rock was capable of experiencing pain.,rock,T6,T10,scientific_welfare,105.87948608398438,-0.007441288009306586,2.871204473737084,template_z=2.87,review
T10_RIVER,Researchers debated whether the river was capable of experiencing pain.,river,T6,T10,scientific_welfare,101.0443115234375,-0.06161685595628588,2.636004230128119,template_z=2.64,review
T10_REFUGEE,Researchers debated whether the refugee was capable of experiencing pain.,refugee,T1,T10,scientific_welfare,90.53572082519531,-0.1793600443914979,2.1248286642279886,template_z=2.12,review
T07_MOSS,A sense of dread overcame the moss as the door closed.,moss,T6,T07,fear,86.98455810546875,-0.21914894028434165,2.0655186576159945,template_z=2.07,keep_expected_anomaly
T04_CLOUD,"After the injury, the cloud showed clear signs of pain.",cloud,T6,T04,pain_suffering,77.40807342529297,-0.3264483748729845,3.233829559269919,template_z=3.23,keep_expected_anomaly
T19_BACTERIUM,Someone noticed the bacterium on the other side of the field.,bacterium,T6,T19,neutral_control,71.78129577636719,-0.3894934358164399,3.3378100981703867,template_z=3.34,review
T02_MUSHROOM,Everyone could see that the mushroom was suffering.,mushroom,T6,T02,pain_suffering,66.32024383544922,-0.4506816280486811,2.7340834491914454,template_z=2.73,keep_expected_anomaly
T04_MUSHROOM,"After the injury, the mushroom showed clear signs of pain.",mushroom,T6,T04,pain_suffering,63.43025588989258,-0.4830624110690043,2.0671185871374487,template_z=2.07,keep_expected_anomaly
T04_BACTERIUM,"After the injury, the bacterium showed clear signs of pain.",bacterium,T6,T04,pain_suffering,63.39726638793945,-0.48343204095148706,2.0643649946115468,template_z=2.06,keep_expected_anomaly
T19_ZEBRAFISH,Someone noticed the zebrafish on the other side of the field.,zebrafish,T3,T19,neutral_control,61.10895919799805,-0.5090713100409179,2.2102166060243684,template_z=2.21,review
T02_MOSS,Everyone could see that the moss was suffering.,moss,T6,T02,pain_suffering,59.74713897705078,-0.5243297837501183,2.1550299114290796,template_z=2.16,keep_expected_anomaly
T02_ZEBRAFISH,Everyone could see that the zebrafish was suffering.,zebrafish,T3,T02,pain_suffering,59.108360290527344,-0.5314869603321606,2.0987571048564004,template_z=2.10,review
T16_ZEBRAFISH,It was decided that the zebrafish deserved to be treated with care.,zebrafish,T3,T16,moral_consideration,58.05217742919922,-0.5433209294374756,2.6811486389980312,template_z=2.68,review
T16_NEMATODE,It was decided that the nematode deserved to be treated with care.,nematode,T5,T16,moral_consideration,53.900047302246094,-0.5898433465706446,2.192141701257653,template_z=2.19,review
T24_MUSHROOM,"It was impossible to ignore that the mushroom was suffering, and everyone felt they had a responsibility to help.",mushroom,T6,T24,cross_framing,26.539915084838867,-0.8963991251514358,2.255019450224439,template_z=2.26,keep_expected_anomaly
