entity,tier,tier_rank,prompt_id,group,template,prompt_text,target_word,target_type,probability,log_prob
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,distressed,welfare_negative,8.92645912244916e-05,-9.323904543293533
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,afraid,welfare_negative,0.0006196190952323377,-7.386405469862153
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,hurt,welfare_negative,3.961092443205416e-05,-10.136403083699625
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,fine,welfare_positive,0.0005136822583153844,-7.573905463468571
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,healthy,welfare_positive,0.00034757479443214834,-7.96453039263554
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,unharmed,welfare_positive,0.0019085612148046494,-6.2614055590722915
aphid,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The aphid appeared to be,calm,welfare_positive,0.00010767364437924698,-9.136404788301778
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,pain,welfare_negative,0.000883305910974741,-7.031838859102479
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,suffering,welfare_negative,4.329540752223693e-05,-10.047461680711761
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,distress,welfare_negative,0.00032495008781552315,-8.031838655641245
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,welfare,welfare_positive,4.983270991942845e-05,-9.906836957145863
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,behaviour,neutral,0.0072811683639883995,-4.922463926357708
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,movements,neutral,0.00421401672065258,-5.469338971996199
aphid,T5,5,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the aphid's,health,welfare_positive,0.0021862031426280737,-6.125588918879917
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,suffer,welfare_negative,0.0002878059749491513,-8.153223655501845
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,feel,welfare_negative,0.00025005018687807024,-8.293848512817195
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,experience,welfare_negative,0.00011628412903519347,-9.059473113523241
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,think,neutral,0.0003312626504339278,-8.012598689528627
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,move,neutral,0.0025254173669964075,-5.981348896456961
aphid,T5,5,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the aphid can,grow,neutral,0.009237593039870262,-4.684473909958078
aphid,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the aphid did not,suffer,welfare_negative,0.005509707611054182,-5.201243704219967
aphid,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the aphid did not,die,welfare_negative,0.011847731657326221,-4.435618842606644
aphid,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the aphid did not,escape,neutral,0.024309968575835228,-3.7168687791849546
aphid,T5,5,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the aphid did not,move,neutral,0.008016576990485191,-4.8262437449049544
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,suffer,welfare_negative,0.0014007121790200472,-6.570774401012264
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,fear,welfare_negative,0.0005930988700129092,-7.430149275737339
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,enjoy,welfare_positive,0.0033601338509470224,-5.695774439448385
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,feel,welfare_negative,0.004314497113227844,-5.445774481924605
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,move,neutral,0.006084416527301073,-5.102024427754621
aphid,T5,5,P05,emotional_attribution,The [ENTITY] seemed to,The aphid seemed to,stop,neutral,0.0009477693238295615,-6.96139930910144
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,suffering,welfare_negative,0.0005446734139695764,-7.515323999743887
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,harm,welfare_negative,0.014493221417069435,-4.234074220440608
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,pain,welfare_negative,0.00022006793005857617,-8.42157383187391
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,hunters,neutral,0.00010725254833232611,-9.140323307385716
aphid,T5,5,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the aphid from,predators,neutral,0.05219209939241409,-2.9528241462682567
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,conscious,welfare_negative,0.00012678795610554516,-8.972993715148974
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,sentient,welfare_negative,0.00025611871387809515,-8.26986910444225
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,alive,neutral,0.009461781941354275,-4.660494537194458
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,dangerous,neutral,0.0007296143448911607,-7.222994321029577
aphid,T5,5,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the aphid is,edible,neutral,0.000752774765715003,-7.191744357982948
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,water,neutral,0.006822158582508564,-4.9875793348474415
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,food,neutral,0.00038487985148094594,-7.862579086635893
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,ground,neutral,0.003595024812966585,-5.628204357939791
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,wall,neutral,0.0016459223115816712,-6.409454315394969
aphid,T5,5,P08,neutral_baseline,The [ENTITY] was located near the,The aphid was located near the,door,neutral,0.0013225356815382838,-6.628204338614247
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,suffering,welfare_negative,0.0001998797379201278,-8.517794182374491
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,distressed,welfare_negative,9.348500498163048e-06,-11.5802839052076
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,afraid,welfare_negative,1.1276443729002494e-05,-11.392785765849903
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,hurt,welfare_negative,3.2307552828569897e-06,-12.642763662327132
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,fine,welfare_positive,0.00018485853797756135,-8.595919144013914
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,healthy,welfare_positive,0.0008029888849705458,-7.127169561458364
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,unharmed,welfare_positive,0.0010472949361428618,-6.861544594867119
bacterium,T6,6,P01,appearance_state,The [ENTITY] appeared to be,The bacterium appeared to be,calm,welfare_positive,8.78210357768694e-06,-11.642783204849186
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,pain,welfare_negative,9.479937034484465e-06,-11.566322335113787
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,suffering,welfare_negative,1.596681840965175e-06,-13.347520303594923
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,distress,welfare_negative,1.2957536455360241e-05,-11.253825255943577
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,welfare,welfare_positive,3.89055821869988e-06,-12.45693220675596
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,behaviour,neutral,0.0003906951751559973,-7.847582649255111
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,movements,neutral,7.227133755804971e-05,-9.535081561376284
bacterium,T6,6,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bacterium's,health,welfare_positive,0.0006441473960876465,-7.347582826891562
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,suffer,welfare_negative,0.00017572591605130583,-8.64658450286578
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,feel,welfare_negative,4.374163836473599e-05,-10.037207800370137
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,experience,welfare_negative,3.1017469154903665e-05,-10.38095676708714
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,think,neutral,0.00013473373837769032,-8.912209293196184
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,move,neutral,0.0010764517355710268,-6.834084983850506
bacterium,T6,6,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bacterium can,grow,neutral,0.020311156287789345,-3.8965849681426725
bacterium,T6,6,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bacterium did not,suffer,welfare_negative,0.0021296353079378605,-6.151804483894281
bacterium,T6,6,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bacterium did not,die,welfare_negative,0.008422871120274067,-4.776804508822649
bacterium,T6,6,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bacterium did not,escape,neutral,0.011512699536979198,-4.464304536662533
bacterium,T6,6,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bacterium did not,move,neutral,0.004724802449345589,-5.354929507407883
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,suffer,welfare_negative,0.0010804763296619058,-6.830353196543185
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,fear,welfare_negative,8.869088924257085e-05,-9.330352260702265
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,enjoy,welfare_positive,0.0009387340396642685,-6.970978250193215
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,feel,welfare_negative,0.00113232946023345,-6.78347821062326
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,move,neutral,0.005318290553987026,-5.236603332899838
bacterium,T6,6,P05,emotional_attribution,The [ENTITY] seemed to,The bacterium seemed to,stop,neutral,0.0003193881711922586,-8.049103044234382
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,suffering,welfare_negative,0.0003352290950715542,-8.000696095680274
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,harm,welfare_negative,0.024247385561466217,-3.7194464751849097
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,pain,welfare_negative,4.466495374799706e-05,-10.016319157452926
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,hunters,neutral,8.392295058001764e-06,-11.688184612429946
bacterium,T6,6,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bacterium from,predators,neutral,0.011453654617071152,-4.4694464106480885
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,conscious,welfare_negative,3.383378134458326e-05,-10.294047850904873
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,sentient,welfare_negative,8.639758743811399e-05,-9.356549648275044
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,alive,neutral,0.010630258359014988,-4.544050772811447
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,dangerous,neutral,0.0014386490220203996,-6.544050715402584
bacterium,T6,6,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bacterium is,edible,neutral,0.0006586615345440805,-7.32530060821598
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,water,neutral,0.0042358688078820705,-5.4641667988696145
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,food,neutral,0.0002974046510644257,-8.120416548731507
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,ground,neutral,0.004509058780968189,-5.401666821085939
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,wall,neutral,0.0019698620308190584,-6.229791723037067
bacterium,T6,6,P08,neutral_baseline,The [ENTITY] was located near the,The bacterium was located near the,door,neutral,0.00038788880920037627,-7.854791575831269
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,suffering,welfare_negative,0.0009365055011585355,-6.973355055149233
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,distressed,welfare_negative,0.00019026262452825904,-8.567104680261904
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,afraid,welfare_negative,0.0007408367819152772,-7.20773008926892
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,hurt,welfare_negative,0.0003499465237837285,-7.957729918585714
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,fine,welfare_positive,0.00048585262265987694,-7.629605019784109
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,healthy,welfare_positive,0.00026831330615095794,-8.2233548347629
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,unharmed,welfare_positive,0.0018917929846793413,-6.270230177610354
bee,T4,4,P01,appearance_state,The [ENTITY] appeared to be,The bee appeared to be,calm,welfare_positive,0.00019939352932851762,-8.52022965015195
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,pain,welfare_negative,0.0002858101506717503,-8.16018242652055
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,suffering,welfare_negative,1.0410633876745123e-05,-11.472673180536418
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,distress,welfare_negative,4.248188270139508e-05,-10.066430508358122
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,welfare,welfare_positive,6.377286626957357e-05,-9.660181183593068
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,behaviour,neutral,0.000866708520334214,-7.0508077157165046
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,movements,neutral,0.0007769125513732433,-7.160182631711034
bee,T4,4,P02,researcher_observation,The researcher noted that the [ENTITY]'s,The researcher noted that the bee's,health,welfare_positive,0.0020468919537961483,-6.191432707549766
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,suffer,welfare_negative,0.000318775448249653,-8.051023313332127
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,feel,welfare_negative,0.0005094017251394689,-7.582273412505295
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,experience,welfare_negative,0.0001459460472688079,-8.832272858622659
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,think,neutral,0.0004566247807815671,-7.691648333934945
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,move,neutral,0.0017504215938970447,-6.347898552133657
bee,T4,4,P03,moral_framing,Many people believe that the [ENTITY] can,Many people believe that the bee can,grow,neutral,0.03461308404803276,-3.3635235138334556
bee,T4,4,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bee did not,suffer,welfare_negative,0.015769245103001595,-4.149693741993389
bee,T4,4,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bee did not,die,welfare_negative,0.036096155643463135,-3.3215689084144127
bee,T4,4,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bee did not,escape,neutral,0.00971514917910099,-4.63406883043435
bee,T4,4,P04,care_intervention,It was important to ensure that the [ENTITY] did not,It was important to ensure that the bee did not,move,neutral,0.005892536137253046,-5.1340687734481545
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,suffer,welfare_negative,0.0007652299827896059,-7.175334007541029
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,fear,welfare_negative,0.00031899529858492315,-8.050333879782137
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,enjoy,welfare_positive,0.0010791472159326077,-6.831584071967495
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,feel,welfare_negative,0.0027129757218062878,-5.909709157322095
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,move,neutral,0.00760872894898057,-4.878459131702816
bee,T4,4,P05,emotional_attribution,The [ENTITY] seemed to,The bee seemed to,stop,neutral,0.0028431741520762444,-5.862834156571323
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,suffering,welfare_negative,0.0007299117860384285,-7.222586735164105
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,harm,welfare_negative,0.025730276480317116,-3.660086903414073
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,pain,welfare_negative,0.0003906936617568135,-7.847586522867645
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,hunters,neutral,6.181671051308513e-05,-9.6913352157151
bee,T4,4,P06,policy_framing,The law should protect the [ENTITY] from,The law should protect the bee from,predators,neutral,0.04515804722905159,-3.0975867795847623
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,conscious,welfare_negative,0.0004368829249870032,-7.735845076075946
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,sentient,welfare_negative,0.00016582204261794686,-8.704594774011552
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,alive,neutral,0.012569648213684559,-4.376470234998542
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,dangerous,neutral,0.0005522717256098986,-7.501470195195741
bee,T4,4,P07,consciousness_probe,Scientists are uncertain whether the [ENTITY] is,Scientists are uncertain whether the bee is,edible,neutral,0.0005787758273072541,-7.4545951547642355
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,water,neutral,0.005637186113744974,-5.178370236235487
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,food,neutral,0.0002220195165136829,-8.412744817321498
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,ground,neutral,0.00326255289837718,-5.725245261751957
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,wall,neutral,0.001403206610120833,-6.568995154344653
bee,T4,4,P08,neutral_baseline,The [ENTITY] was located near the,The bee was located near the,door,neutral,0.00375517550855875,-5.5846202282660204
beetle,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The beetle appeared to be,suffering,welfare_negative,0.0020535318180918694,-6.1881940814248235
beetle,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The beetle appeared to be,distressed,welfare_negative,0.00013334520917851478,-8.922568484719012
beetle,T5,5,P01,appearance_state,The [ENTITY] appeared to be,The beetle appeared to be,afraid,welfare_negative,0.00033522985177114606,-8.000693838422407
